vehicle_id,registration_number,vehicle_type,make,model,manufacturing_year,color,owner_person_id,owner_organization_id,registration_date,status,source_id,confidence_score,created_at,updated_at
V00162,UP64JK1476,Truck,Hyundai,Nexon,2022,White,P03521,,2019-04-29,Active,SRC003,0.98,2026-05-09 08:32:39,2025-12-26 16:36:51
V00163,GJ92JK2829,SUV,Bajaj,Splendor,2015,White,,O0112,2021-02-25,Active,SRC029,0.87,2024-05-26 21:18:00,2026-05-03 17:44:07
V00164,UP95AB4273,Motorcycle,Toyota,Pulsar,2016,Blue,P01330,,2023-05-05,Inactive,SRC010,0.84,2024-12-21 17:15:23,2024-01-03 15:41:14
V00165,DL24JK5163,Car,Hyundai,Nexon,2019,Red,P03267,,2023-03-04,Active,SRC002,0.81,2025-06-12 23:18:48,2024-02-11 13:29:51
V00166,DL09JK3566,Truck,Hyundai,Nexon,2018,Grey,P00191,,2020-05-14,Flagged,SRC013,0.93,2024-12-26 16:10:48,2024-12-21 20:34:01
V00167,KA60JK4378,Car,Mahindra,Creta,2021,Black,P03272,,2018-05-16,Flagged,SRC024,0.85,2024-12-20 03:53:42,2025-01-26 08:33:10
V00168,RJ45AB4491,Van,Bajaj,City,2022,White,P00885,,2025-10-06,Inactive,SRC024,0.92,2025-11-15 03:51:45,2024-06-11 12:06:28
V00169,RJ64JK2632,Truck,Honda,Innova,2015,Blue,P03016,,2016-12-14,Active,SRC001,0.9,2024-07-25 04:22:25,2024-12-21 02:14:19
V00170,KA55EF5091,Truck,Toyota,Creta,2023,Silver,,O0319,2017-06-30,Active,SRC012,0.98,2024-04-04 01:41:35,2024-01-10 19:03:38
V00171,KA45JK4507,Auto Rickshaw,Honda,Swift,2015,White,P03088,,2023-12-05,Inactive,SRC012,0.96,2025-09-09 10:16:31,2025-10-03 12:32:50
V00172,UP78JK8763,Motorcycle,Tata,Innova,2021,Red,P02900,,2018-04-17,Flagged,SRC023,0.86,2024-09-17 02:26:45,2025-07-20 09:44:59
V00173,GJ79CD2927,Auto Rickshaw,Tata,Nexon,2021,Black,P00716,,2024-05-05,Inactive,SRC009,0.97,2026-06-25 07:29:49,2024-08-19 12:24:42
V00174,UP47EF1194,Motorcycle,Maruti Suzuki,Splendor,2023,Silver,P02336,,2024-01-13,Flagged,SRC005,0.86,2026-05-14 20:35:23,2025-12-11 22:32:54
V00175,RJ20CD7146,Van,Hero,Scorpio,2023,White,P01923,,2024-08-30,Inactive,SRC011,0.97,2024-05-01 22:59:15,2025-01-17 23:34:10
V00176,MP52GH3965,Van,Hero,City,2014,Blue,P02227,,2023-02-18,Flagged,SRC019,0.96,2024-06-16 13:32:56,2024-07-07 04:09:38
V00177,MH60CD3782,Truck,Hyundai,Splendor,2020,Silver,,O0236,2022-06-30,Flagged,SRC001,0.84,2025-07-21 02:41:01,2024-05-28 19:45:55
V00178,KA99EF5975,SUV,Maruti Suzuki,Nexon,2023,White,P02599,,2016-09-02,Flagged,SRC012,0.87,2024-11-17 18:17:13,2025-12-03 11:07:18
V00179,GJ96JK5600,Truck,Honda,Creta,2024,Silver,P03395,,2023-01-10,Flagged,SRC006,0.95,2024-09-13 19:33:00,2024-05-12 07:39:22
V00180,GJ92GH1556,Auto Rickshaw,Tata,Nexon,2023,Black,P03429,,2017-07-30,Inactive,SRC029,0.81,2024-01-22 18:09:23,2026-04-27 17:34:33
V00181,GJ66GH4102,Van,Mahindra,Swift,2019,Blue,P03168,,2022-02-11,Inactive,SRC013,0.98,2025-12-24 16:47:10,2025-06-29 20:26:02
V00182,UP34CD6526,Auto Rickshaw,Hyundai,Splendor,2019,Blue,P02708,,2018-04-01,Active,SRC003,0.88,2026-02-09 07:43:36,2026-02-11 03:53:44
V00183,MP05JK5305,SUV,Bajaj,Scorpio,2024,White,P03562,,2024-07-31,Inactive,SRC015,0.93,2026-07-22 17:28:43,2024-10-27 16:27:04
V00184,UP23GH6500,Car,Hero,Innova,2019,Blue,,O0054,2024-02-11,Inactive,SRC007,0.97,2024-04-25 08:32:46,2024-07-01 10:00:15
V00185,RJ69JK2332,Van,Bajaj,Swift,2023,Grey,P02731,,2026-08-01,Inactive,SRC003,0.82,2026-04-20 01:52:17,2026-02-10 08:40:19
V00186,DL71GH5683,Auto Rickshaw,Honda,Splendor,2017,Black,P03076,,2023-12-23,Active,SRC016,0.92,2024-06-21 12:48:58,2024-05-31 21:13:31
V00187,GJ38EF8559,SUV,Hero,Splendor,2014,Grey,,O0392,2020-10-31,Active,SRC017,0.95,2025-07-12 20:26:12,2025-09-23 20:44:22
V00188,GJ71JK4126,SUV,Toyota,Pulsar,2018,Red,P03022,,2022-06-17,Active,SRC030,0.83,2025-05-03 15:04:43,2024-06-12 14:51:30
V00189,GJ11AB6271,Van,Toyota,Nexon,2021,Grey,P01496,,2020-10-21,Active,SRC030,0.82,2024-01-10 15:12:39,2025-09-28 14:29:26
V00190,RJ21GH7569,Truck,Hyundai,Swift,2019,Black,P03346,,2022-10-02,Inactive,SRC026,0.91,2025-05-15 07:19:33,2025-02-02 12:14:45
V00191,GJ33GH4902,Car,Bajaj,City,2025,Grey,P02287,,2019-10-19,Active,SRC013,0.99,2026-08-23 17:14:45,2026-08-19 07:07:28
V00192,DL26CD4911,Van,Toyota,Innova,2025,Blue,P01266,,2025-06-14,Active,SRC017,0.9,2025-10-02 00:12:16,2026-06-18 11:46:23
V00193,MH84AB5315,Truck,Mahindra,Nexon,2019,Silver,P00922,,2019-01-15,Flagged,SRC011,0.98,2026-02-13 11:41:14,2025-05-17 22:43:33
V00194,UP81CD1130,Van,Bajaj,Pulsar,2019,Black,P02055,,2021-11-30,Inactive,SRC016,0.92,2025-04-10 22:41:51,2024-04-20 14:08:42
V00195,MP05JK1348,Car,Tata,Creta,2014,White,,O0394,2019-10-14,Active,SRC007,0.97,2025-09-03 20:16:06,2024-02-23 13:45:46
V00196,RJ12GH1214,Truck,Bajaj,City,2018,Red,P01636,,2021-08-12,Flagged,SRC030,0.93,2025-10-03 16:20:06,2025-03-09 11:36:45
V00197,MH64GH7782,SUV,Maruti Suzuki,Nexon,2025,Blue,,O0201,2024-12-08,Inactive,SRC030,0.95,2026-01-29 00:10:29,2025-04-17 17:40:54
V00198,MP20CD2907,SUV,Mahindra,Innova,2017,Grey,P03105,,2023-03-12,Inactive,SRC019,0.99,2024-02-24 07:47:25,2024-03-14 00:09:53
V00199,MP76GH7473,Auto Rickshaw,Bajaj,Creta,2020,Black,P01971,,2023-05-19,Inactive,SRC005,0.92,2024-03-07 12:30:22,2024-03-02 08:42:03
V00200,DL04AB1793,Van,Maruti Suzuki,Creta,2021,Grey,P00871,,2025-04-05,Inactive,SRC010,0.88,2024-01-18 09:33:40,2025-02-25 13:24:21
V00201,DL49EF2918,Van,Toyota,Swift,2021,Blue,P01213,,2020-02-07,Active,SRC004,0.98,2025-07-27 18:31:41,2025-05-25 09:52:33
V00202,MP41CD5468,Truck,Hero,Pulsar,2016,White,,O0114,2023-12-20,Inactive,SRC010,0.81,2024-09-28 07:59:19,2024-01-05 00:30:23
V00203,KA29GH6708,Car,Honda,Creta,2020,Silver,P03088,,2024-03-17,Flagged,SRC024,0.94,2025-07-11 13:02:06,2025-09-28 18:41:56
V00204,KA74JK4063,Motorcycle,Hero,Scorpio,2024,Black,P02164,,2019-05-29,Inactive,SRC017,0.87,2025-12-03 11:22:43,2024-03-13 06:54:43
V00205,GJ90JK7768,Motorcycle,Toyota,Innova,2019,Red,P02154,,2025-07-19,Flagged,SRC001,0.81,2024-08-06 21:11:46,2024-03-03 02:37:55
V00206,KA73AB5301,Auto Rickshaw,Toyota,Nexon,2019,Black,P02459,,2016-10-13,Inactive,SRC019,0.87,2026-06-04 23:30:17,2025-04-21 19:52:27
V00207,UP74GH6976,SUV,Hero,Swift,2019,Blue,,O0043,2021-12-22,Inactive,SRC009,0.87,2024-03-16 17:48:27,2024-07-31 13:28:35
V00208,MP34EF3421,Car,Maruti Suzuki,Nexon,2014,Red,P02325,,2025-10-30,Active,SRC017,0.9,2026-01-25 03:01:25,2024-06-29 09:10:53
V00209,RJ10CD8037,Car,Honda,Nexon,2015,Black,P02587,,2024-06-09,Active,SRC026,0.97,2024-10-13 22:21:35,2024-05-06 03:31:05
V00210,DL63JK8725,SUV,Tata,Creta,2014,White,P01669,,2021-03-02,Flagged,SRC010,0.9,2025-12-29 17:43:32,2025-02-26 07:45:56
V00211,GJ87EF8101,Auto Rickshaw,Bajaj,Nexon,2016,Black,P00719,,2016-11-02,Flagged,SRC002,0.98,2025-09-23 15:25:44,2026-04-17 10:49:14
V00212,GJ37AB8536,Car,Maruti Suzuki,Innova,2020,Grey,P03305,,2025-03-05,Active,SRC020,0.94,2025-05-18 15:40:37,2024-05-09 07:51:25
V00213,UP83GH1539,Van,Maruti Suzuki,Pulsar,2018,Red,P02859,,2017-03-28,Flagged,SRC021,0.89,2026-02-09 08:30:35,2025-06-30 08:16:19
V00214,UP68CD6468,Car,Hero,Innova,2024,Black,P01370,,2023-09-02,Active,SRC010,0.89,2025-07-28 20:31:47,2025-12-15 23:07:49
V00215,DL26AB8318,Van,Tata,Splendor,2017,Black,P01255,,2018-08-11,Inactive,SRC011,0.84,2024-10-12 12:56:42,2026-06-09 15:14:44
V00216,KA40CD4837,Motorcycle,Bajaj,Nexon,2016,Silver,P03452,,2026-02-01,Active,SRC014,0.97,2025-11-02 09:06:58,2025-11-30 18:13:55
V00217,MH59CD3243,Motorcycle,Maruti Suzuki,Creta,2018,Grey,P02169,,2025-05-30,Inactive,SRC014,0.89,2025-08-06 17:33:37,2025-11-05 10:11:01
V00218,MP32JK1920,Truck,Toyota,City,2015,Blue,,O0486,2022-11-10,Inactive,SRC023,0.83,2024-07-11 23:48:04,2026-05-16 02:23:40
V00219,MP06AB1321,SUV,Honda,Scorpio,2017,White,P02028,,2019-12-26,Inactive,SRC025,0.81,2025-01-09 16:09:15,2024-09-12 07:11:29
V00220,DL76CD5164,Car,Bajaj,Swift,2014,Red,P03349,,2021-11-14,Flagged,SRC030,0.89,2025-02-06 09:40:45,2026-03-06 22:18:30
V00221,GJ86JK7427,SUV,Toyota,City,2016,Black,,O0258,2023-09-24,Inactive,SRC006,0.96,2024-06-07 06:36:46,2026-03-29 20:22:40
V00222,GJ60EF7000,Auto Rickshaw,Bajaj,City,2018,Black,P02141,,2019-12-03,Flagged,SRC006,0.89,2026-01-04 01:06:18,2025-05-18 07:55:21
V00223,DL27CD6891,Motorcycle,Bajaj,Splendor,2018,Blue,P00355,,2023-09-18,Inactive,SRC005,0.96,2025-01-23 18:10:03,2024-09-26 15:01:28
V00224,MP55GH1950,Truck,Toyota,Nexon,2017,Blue,P00709,,2021-06-18,Active,SRC009,0.92,2024-03-12 01:04:29,2025-02-20 23:11:41
V00225,GJ24AB4643,Auto Rickshaw,Toyota,Splendor,2021,Grey,P02823,,2017-01-14,Flagged,SRC008,0.82,2025-09-29 10:08:54,2024-05-02 15:47:27
V00226,DL32JK7279,Auto Rickshaw,Mahindra,Pulsar,2016,Black,P01188,,2019-03-15,Active,SRC030,0.89,2024-12-06 01:44:36,2024-01-01 05:18:28
V00227,MH94GH4278,Auto Rickshaw,Honda,Splendor,2021,Red,P00836,,2020-01-22,Inactive,SRC007,0.81,2024-04-06 15:08:18,2025-12-12 21:24:43
V00228,RJ41JK6833,Truck,Tata,Splendor,2020,Silver,P03909,,2024-08-22,Inactive,SRC030,0.95,2026-05-07 06:15:01,2026-01-15 06:43:23
V00229,DL76AB6657,Auto Rickshaw,Hero,Scorpio,2024,White,P03508,,2019-12-18,Flagged,SRC008,0.94,2024-11-20 03:27:20,2026-02-26 05:48:14
V00230,GJ68AB5396,Auto Rickshaw,Honda,Nexon,2023,Blue,P03797,,2020-03-09,Flagged,SRC007,0.88,2024-11-17 05:19:35,2024-12-27 23:38:26
V00231,DL03GH6132,Car,Toyota,Pulsar,2015,White,P00469,,2020-12-06,Flagged,SRC012,0.98,2025-05-25 16:17:47,2024-05-30 22:56:59
V00232,MP06GH5899,Truck,Hyundai,Pulsar,2023,Grey,P03291,,2026-07-25,Active,SRC003,0.87,2025-06-10 00:54:38,2024-01-08 20:44:19
V00233,MP63AB9237,Van,Tata,Splendor,2014,White,P00113,,2018-11-12,Flagged,SRC006,0.97,2025-02-20 15:43:07,2024-07-01 20:06:21
V00234,MP46GH3763,Auto Rickshaw,Honda,Nexon,2014,Grey,P02629,,2018-12-14,Active,SRC012,0.92,2025-08-05 23:45:53,2024-05-12 15:37:18
V00235,MP52JK8888,Van,Maruti Suzuki,Innova,2018,Black,,O0399,2024-02-28,Inactive,SRC025,0.83,2024-06-16 22:34:54,2025-01-06 23:55:53
V00236,UP17AB5872,Auto Rickshaw,Hero,Creta,2023,Red,P02260,,2018-03-27,Active,SRC023,0.82,2024-04-25 11:14:15,2025-06-13 10:48:06
V00237,KA14AB8763,Motorcycle,Tata,Innova,2021,Silver,P02035,,2024-11-15,Flagged,SRC027,0.83,2024-01-01 12:24:25,2026-04-22 04:19:27
V00238,UP05CD5903,Truck,Maruti Suzuki,Innova,2020,Red,,O0123,2024-08-18,Inactive,SRC026,0.84,2026-05-04 11:48:39,2024-04-05 16:16:14
V00239,RJ18AB1940,Auto Rickshaw,Honda,Pulsar,2017,White,,O0042,2021-08-14,Active,SRC017,0.93,2024-03-27 09:43:14,2024-01-24 07:01:55
V00240,RJ03AB9804,Van,Mahindra,Innova,2014,Red,P02992,,2021-06-29,Inactive,SRC010,0.98,2024-12-27 09:47:42,2026-06-14 01:42:05
V00241,MP71AB4642,Car,Tata,Innova,2018,Grey,P00777,,2024-01-20,Active,SRC030,0.91,2024-08-11 10:09:35,2025-02-21 11:18:02
V00242,UP14CD6863,Auto Rickshaw,Maruti Suzuki,Innova,2018,Red,P01049,,2021-02-05,Active,SRC015,0.97,2026-08-12 15:09:33,2024-05-08 22:54:04
V00243,RJ15JK7301,Auto Rickshaw,Tata,City,2017,Grey,P03077,,2021-12-04,Flagged,SRC023,0.82,2025-06-01 13:18:15,2025-04-18 01:25:55
V00244,GJ30JK5611,Truck,Maruti Suzuki,Splendor,2016,White,P03595,,2021-07-03,Inactive,SRC025,0.9,2025-04-14 03:12:56,2025-09-13 01:04:49
V00245,GJ86JK5538,SUV,Honda,Swift,2016,Black,P03622,,2021-05-15,Active,SRC015,0.94,2026-01-22 12:28:17,2025-11-23 23:21:03
V00246,MP17AB1890,Van,Bajaj,Splendor,2016,Silver,,O0352,2020-12-10,Active,SRC015,0.91,2026-06-02 14:50:42,2024-11-09 09:12:12
V00247,UP37EF5440,SUV,Hyundai,Swift,2020,Grey,P02991,,2018-12-30,Inactive,SRC010,0.92,2025-08-13 21:10:28,2026-05-15 08:49:21
V00248,MP98JK4150,Car,Bajaj,Scorpio,2025,Silver,P03418,,2021-07-25,Inactive,SRC007,0.96,2024-11-25 21:38:56,2024-07-07 05:00:54
V00249,KA86JK5197,Motorcycle,Toyota,Splendor,2025,Silver,P00080,,2018-10-21,Inactive,SRC006,0.95,2024-11-28 04:32:05,2026-05-21 06:37:24
V00250,GJ27EF8475,Motorcycle,Honda,Pulsar,2022,Blue,P00977,,2019-08-18,Flagged,SRC027,0.98,2025-06-28 20:27:25,2024-11-07 14:13:34
V00251,MH22CD6447,Motorcycle,Toyota,Swift,2016,Black,P03852,,2017-11-02,Inactive,SRC030,0.88,2026-07-19 10:13:48,2025-01-09 05:13:57
V00252,DL01CD4769,Truck,Honda,Splendor,2015,Black,P02621,,2018-07-26,Inactive,SRC029,0.8,2025-09-24 01:11:40,2024-02-23 22:52:55
V00253,KA92GH6488,Motorcycle,Tata,Nexon,2015,Red,P02024,,2023-02-23,Flagged,SRC022,0.83,2026-02-09 18:21:00,2024-08-24 08:03:55
V00254,MP94EF1200,Auto Rickshaw,Tata,Scorpio,2024,Silver,P00185,,2026-04-28,Active,SRC030,0.99,2024-09-01 06:46:20,2026-04-05 19:35:25
V00255,UP70GH4453,Truck,Honda,Innova,2017,Silver,P02777,,2018-08-24,Active,SRC026,0.81,2024-06-21 08:43:32,2025-09-08 17:40:58
V00256,KA53CD9897,Motorcycle,Bajaj,Pulsar,2020,Blue,P02717,,2022-05-16,Inactive,SRC021,0.94,2024-05-28 02:43:36,2026-02-27 07:32:19
V00257,DL49JK5983,Truck,Hyundai,Splendor,2022,Red,P01388,,2021-02-20,Inactive,SRC028,0.93,2026-07-02 10:36:09,2026-07-16 09:05:08
V00258,KA40EF6164,Auto Rickshaw,Toyota,Scorpio,2025,Black,P02908,,2018-04-12,Flagged,SRC013,0.89,2024-03-09 11:41:11,2025-03-05 01:49:58
V00259,GJ75EF3558,Truck,Mahindra,Creta,2022,Red,P03496,,2022-08-04,Flagged,SRC017,0.92,2025-07-09 23:33:06,2024-04-25 11:14:35
V00260,RJ52CD4995,SUV,Tata,Swift,2023,White,P03893,,2019-08-29,Active,SRC011,0.85,2026-01-07 19:46:39,2025-03-12 03:34:11
V00261,MH38JK8608,Van,Maruti Suzuki,Innova,2024,Silver,P02092,,2017-02-10,Flagged,SRC019,0.82,2025-06-21 15:05:01,2024-01-01 10:31:42
V00262,KA34AB8022,SUV,Honda,Splendor,2020,Silver,,O0478,2019-09-17,Active,SRC006,0.98,2026-07-25 13:11:46,2024-01-20 06:56:37
V00263,KA84EF1287,Van,Toyota,Scorpio,2019,White,P02803,,2020-08-11,Active,SRC017,0.85,2025-01-27 04:31:49,2026-01-27 17:25:27
V00264,MH73CD4621,SUV,Toyota,Pulsar,2019,White,,O0212,2021-10-03,Inactive,SRC023,0.9,2024-03-04 19:33:50,2025-03-19 09:57:05
V00265,MH07JK5904,Van,Bajaj,Swift,2019,Blue,P03903,,2017-04-19,Inactive,SRC015,0.88,2026-05-25 04:43:04,2026-02-13 23:32:55
V00266,KA98GH2372,Motorcycle,Honda,Scorpio,2017,Silver,P01492,,2023-06-27,Inactive,SRC004,0.86,2026-07-01 23:30:07,2024-09-07 00:11:55
V00267,UP50JK4353,Truck,Tata,Innova,2024,Black,P02376,,2020-04-15,Flagged,SRC004,0.95,2026-03-04 22:31:01,2025-05-03 06:37:11
V00268,RJ28EF3614,Truck,Maruti Suzuki,Scorpio,2015,Red,P00917,,2022-07-04,Active,SRC023,0.87,2024-03-26 06:07:39,2025-06-10 20:42:10
V00269,RJ89EF5318,Van,Bajaj,Splendor,2017,Black,P01728,,2021-06-21,Active,SRC015,0.81,2025-10-27 11:53:38,2025-01-04 14:52:15
V00270,RJ79EF5112,Car,Tata,Pulsar,2023,Grey,P00398,,2017-07-17,Flagged,SRC003,0.9,2025-12-21 17:29:54,2024-05-01 23:50:49
V00271,MP92AB6616,Motorcycle,Hero,City,2014,Silver,P02812,,2023-09-03,Inactive,SRC003,0.91,2026-05-29 12:12:46,2026-08-27 15:36:51
V00272,UP75JK5902,Auto Rickshaw,Toyota,Creta,2015,Grey,P03505,,2018-05-02,Inactive,SRC006,0.87,2025-08-29 22:11:57,2025-11-05 18:02:50
V00273,RJ40AB5860,SUV,Hyundai,Nexon,2016,Blue,P00582,,2022-07-14,Flagged,SRC011,0.96,2024-05-09 22:42:35,2025-10-05 15:57:05
V00274,DL83CD8539,Car,Hyundai,Swift,2025,Black,P02054,,2017-04-24,Inactive,SRC015,0.93,2026-05-17 13:29:07,2025-01-17 17:11:01
V00275,DL73AB1606,Car,Honda,Nexon,2018,Grey,P00358,,2018-11-10,Active,SRC027,0.94,2025-09-18 01:39:03,2025-11-02 04:57:23
V00276,MH70EF5252,Auto Rickshaw,Hero,Nexon,2020,Black,,O0494,2025-12-23,Active,SRC021,0.86,2025-08-03 04:25:26,2026-04-29 02:02:37
V00277,DL56GH8247,Car,Honda,Nexon,2025,Blue,P00033,,2019-10-31,Inactive,SRC027,0.93,2024-07-29 07:48:07,2026-08-29 12:18:18
V00278,MH42EF1754,Van,Honda,Nexon,2025,Red,P03984,,2022-06-09,Flagged,SRC006,0.84,2025-05-21 22:04:37,2025-04-16 17:06:06
V00279,DL36JK9236,Van,Bajaj,Creta,2022,Red,P03476,,2025-06-29,Inactive,SRC010,0.98,2024-02-15 18:11:30,2025-08-08 03:31:56
V00280,GJ10CD2318,Motorcycle,Mahindra,City,2023,Grey,,O0356,2022-04-15,Active,SRC012,0.91,2024-01-29 14:53:27,2025-09-30 21:31:25
V00281,RJ06GH3395,Van,Tata,Scorpio,2019,Black,P03102,,2017-06-22,Inactive,SRC009,0.94,2024-08-31 07:14:37,2025-05-31 20:56:43
V00282,MP15CD9491,Truck,Hero,Swift,2025,Silver,P01563,,2026-04-13,Inactive,SRC004,0.97,2026-05-29 10:51:26,2024-10-25 16:24:37
V00283,DL65EF9150,Auto Rickshaw,Toyota,City,2022,Grey,P03431,,2023-07-14,Active,SRC024,0.95,2025-02-15 09:46:22,2025-02-18 23:17:59
V00284,RJ16EF7149,Truck,Honda,Scorpio,2022,Red,P01045,,2024-09-26,Inactive,SRC013,0.94,2024-06-06 11:27:40,2025-11-17 22:19:26
V00285,RJ65EF7777,Van,Hero,Innova,2017,Red,P03302,,2020-01-13,Active,SRC010,0.92,2025-05-04 03:09:31,2025-01-02 00:12:58
V00286,MH79CD1675,Motorcycle,Bajaj,Creta,2023,Blue,P03273,,2022-10-22,Flagged,SRC007,0.82,2025-04-02 20:17:13,2024-06-04 10:58:49
V00287,UP70GH2829,Auto Rickshaw,Toyota,Splendor,2024,Silver,P01016,,2023-04-30,Active,SRC028,0.98,2025-01-05 13:11:51,2024-12-04 19:19:38
V00288,UP51JK4271,Van,Maruti Suzuki,Scorpio,2021,White,,O0097,2025-01-29,Inactive,SRC003,0.9,2025-10-28 11:34:47,2025-02-06 13:53:02
V00289,DL03GH5667,Van,Hyundai,Nexon,2014,Silver,P03606,,2025-10-26,Inactive,SRC011,0.86,2025-07-05 14:27:36,2024-01-14 02:01:47
V00290,RJ29GH4436,Van,Mahindra,Creta,2017,Blue,P01779,,2023-07-08,Active,SRC026,0.93,2026-05-30 20:28:36,2025-07-16 07:13:15
V00291,MH08EF3999,Car,Maruti Suzuki,Scorpio,2021,Blue,P00721,,2018-03-25,Flagged,SRC019,0.9,2025-09-22 04:53:16,2026-05-19 23:07:03
V00292,GJ83JK8306,Truck,Mahindra,Splendor,2025,White,P00126,,2018-06-28,Active,SRC006,0.84,2024-10-30 12:56:19,2024-06-08 20:44:50
V00293,UP90JK4567,Auto Rickshaw,Hero,Splendor,2025,Red,P01833,,2025-11-06,Inactive,SRC020,0.8,2025-05-09 09:09:02,2026-08-23 15:39:16
V00294,DL88JK3126,Truck,Tata,Swift,2015,Black,P00532,,2017-11-21,Active,SRC015,0.8,2024-05-30 11:52:31,2025-08-15 17:55:49
V00295,RJ35AB6273,Car,Hero,City,2023,Red,P03619,,2017-02-04,Active,SRC030,0.98,2025-04-11 13:03:28,2024-04-23 02:20:10
V00296,MH69CD4216,Van,Bajaj,City,2023,Black,,O0310,2022-08-18,Flagged,SRC027,0.83,2025-04-29 20:59:33,2025-05-11 10:29:49
V00297,MP31JK1227,Auto Rickshaw,Maruti Suzuki,Scorpio,2017,Blue,P00919,,2019-03-27,Active,SRC027,0.84,2025-04-25 19:34:18,2025-01-08 02:14:51
V00298,KA99CD7628,Car,Honda,Swift,2018,Grey,P01868,,2025-05-23,Flagged,SRC014,0.81,2026-04-03 19:46:10,2024-11-26 03:02:01
V00299,RJ12EF9780,Car,Hyundai,Creta,2014,Grey,P01495,,2023-06-21,Flagged,SRC020,0.91,2025-11-07 00:51:51,2025-12-26 05:43:33
V00300,UP75CD3689,Motorcycle,Hyundai,Splendor,2025,Blue,P00620,,2019-09-10,Flagged,SRC023,0.97,2025-05-10 21:14:56,2024-02-20 00:50:39
V00301,DL75CD3411,Car,Hyundai,Swift,2024,Blue,P02772,,2020-09-17,Flagged,SRC026,0.9,2024-01-10 01:36:53,2024-12-02 03:11:59
V00302,RJ21CD3423,Auto Rickshaw,Tata,Splendor,2018,Red,P00030,,2021-08-25,Inactive,SRC017,0.85,2025-07-31 06:10:48,2025-11-20 16:11:20
V00303,UP40EF3025,Car,Mahindra,City,2018,Silver,P02560,,2020-11-04,Active,SRC011,0.85,2025-03-11 03:49:22,2026-05-15 03:47:45
V00304,DL98EF2509,Van,Toyota,City,2021,Red,P01093,,2020-10-26,Inactive,SRC002,0.83,2025-03-12 19:06:22,2024-09-28 07:48:27
V00305,KA82CD2336,Car,Hyundai,Innova,2021,White,P02077,,2018-12-30,Flagged,SRC028,0.82,2025-09-03 13:12:33,2026-03-09 11:57:59
V00306,KA76GH3866,Motorcycle,Honda,Creta,2014,Red,P00984,,2018-10-13,Flagged,SRC028,0.83,2024-05-10 13:31:45,2024-10-11 02:30:37
V00307,GJ06EF7390,Motorcycle,Hyundai,Swift,2020,Black,,O0074,2023-08-28,Inactive,SRC027,0.91,2026-03-09 02:08:38,2025-04-29 08:50:38
V00308,DL60GH8076,Auto Rickshaw,Bajaj,Creta,2025,Grey,P00272,,2020-09-11,Inactive,SRC021,0.9,2024-11-12 20:42:53,2024-03-19 21:36:39
V00309,RJ17AB5937,Motorcycle,Hero,Innova,2025,Blue,P02307,,2024-09-15,Flagged,SRC003,0.81,2025-07-17 19:22:18,2024-10-06 00:08:12
V00310,GJ09AB1476,Truck,Tata,Innova,2023,Red,P03957,,2022-06-14,Active,SRC007,0.81,2024-11-04 08:59:13,2024-11-30 15:22:56
V00311,RJ53JK3638,SUV,Hyundai,Innova,2016,Blue,P00475,,2019-07-15,Flagged,SRC001,0.99,2025-05-20 12:07:52,2025-03-18 14:58:50
V00312,RJ04EF5494,Van,Maruti Suzuki,Innova,2014,Blue,P03726,,2022-10-17,Inactive,SRC021,0.92,2024-05-27 12:01:24,2024-11-17 07:23:23
V00313,MP61AB5247,Motorcycle,Maruti Suzuki,City,2021,Black,P02696,,2025-03-19,Active,SRC029,0.9,2024-03-28 13:00:09,2024-03-14 17:35:31
V00314,UP57EF3078,Van,Mahindra,Nexon,2016,Red,P02225,,2025-01-20,Flagged,SRC028,0.85,2026-07-31 23:59:28,2026-02-09 08:47:23
V00315,KA25EF1892,Motorcycle,Hyundai,Swift,2017,Grey,P00946,,2021-02-23,Flagged,SRC016,0.8,2025-06-27 02:14:44,2026-02-22 11:51:15
V00316,MH41JK3283,Motorcycle,Toyota,Swift,2020,Black,P03381,,2022-06-07,Inactive,SRC010,0.93,2025-05-26 04:06:54,2026-07-21 02:15:55
V00317,UP48GH1873,Truck,Mahindra,Nexon,2022,Grey,P03410,,2018-01-18,Active,SRC009,0.82,2024-07-16 18:05:30,2025-05-28 13:55:20
V00318,GJ36CD5987,Truck,Hyundai,Nexon,2018,Silver,P00921,,2017-08-22,Flagged,SRC011,0.89,2024-03-04 23:32:36,2026-01-04 05:49:52
V00319,KA38CD4208,Motorcycle,Maruti Suzuki,City,2014,Black,P01724,,2017-08-01,Active,SRC022,0.93,2024-04-26 22:20:40,2026-04-08 21:33:01
V00320,DL11JK2938,SUV,Toyota,Scorpio,2019,White,,O0174,2017-03-13,Inactive,SRC005,0.91,2026-06-24 14:16:52,2024-07-20 23:06:39
V00321,DL85AB5521,Truck,Hyundai,City,2017,Grey,P03434,,2024-06-22,Active,SRC008,0.84,2024-02-01 02:57:10,2025-05-06 04:51:49
V00322,DL27JK7242,Auto Rickshaw,Toyota,Innova,2020,Blue,P03419,,2022-03-28,Inactive,SRC028,0.92,2025-12-09 16:44:07,2025-12-14 06:25:12
V00323,MH02JK1295,SUV,Mahindra,City,2021,Red,,O0457,2021-01-17,Flagged,SRC019,0.97,2025-12-01 08:46:12,2025-02-26 13:54:48
V00324,GJ09CD4017,Auto Rickshaw,Honda,Pulsar,2019,White,P02434,,2025-03-21,Flagged,SRC007,0.93,2024-12-05 05:19:19,2025-09-03 16:42:27
