location_id,location_name,location_type,address,city,state,country,latitude,longitude,postal_code,risk_category,source_id,confidence_score,created_at,updated_at
L00365,Market 664,Hotel,"H.No. 531, Ahuja Path",Ahmedabad,Gujarat,India,19.2835,85.089699,583534,Unknown,SRC018,0.8,2025-10-30 22:38:23,2025-11-13 07:38:23
L00366,Junction 298,Hotel,"556, Majumdar Zila",Delhi,Delhi,India,8.426944,73.598717,784376,Medium,SRC014,0.81,2024-01-28 10:18:29,2026-01-23 03:55:46
L00367,Apartment 649,Bank,"579, Dalal Circle",Hyderabad,Telangana,India,22.112879,74.885768,552431,Unknown,SRC008,0.87,2025-10-18 00:43:32,2025-11-07 02:43:32
L00368,Industrial Area 126,Commercial Area,"60/425, Bail",Indore,Madhya Pradesh,India,26.668097,80.947847,781055,High,SRC004,0.8,2025-12-08 04:23:21,2025-12-14 08:23:21
L00369,Warehouse 833,Bank,"84/324, Pathak Road",Gwalior,Madhya Pradesh,India,18.187096,72.903686,434259,Unknown,SRC027,0.86,2024-12-11 07:54:03,2025-01-03 17:54:03
L00370,Industrial Area 74,Warehouse,"69/52, Kapadia",Delhi,Delhi,India,27.750766,84.51576,106286,Medium,SRC025,0.76,2025-06-21 15:10:56,2025-07-05 10:10:56
L00371,Market 944,Warehouse,"00/735, Bali",Pune,Maharashtra,India,18.613322,87.721055,325704,Unknown,SRC011,0.94,2024-10-06 06:55:07,2026-04-12 04:44:55
L00372,Market 367,Industrial Site,"22/43, Goswami Nagar",Nagpur,Maharashtra,India,20.484915,86.530343,626340,Medium,SRC022,0.95,2026-05-06 08:28:29,2026-05-07 10:28:29
L00373,Station 14,Public Place,"939, Loke Chowk",Mumbai,Maharashtra,India,16.758124,80.477831,608550,Low,SRC020,0.96,2024-05-11 20:28:23,2025-10-08 02:55:07
L00374,Junction 778,Bank,"H.No. 99, Lata Zila",Dewas,Madhya Pradesh,India,21.247805,74.799478,539595,High,SRC011,0.93,2025-01-31 06:03:28,2026-03-28 18:12:15
L00375,Warehouse 194,Public Place,"070, Saran Ganj",Delhi,Delhi,India,13.636078,85.464442,287712,Unknown,SRC009,0.92,2024-07-07 13:15:15,2024-08-02 03:48:12
L00376,Junction 324,Hotel,"H.No. 527, Iyer Chowk",Gwalior,Madhya Pradesh,India,17.052151,84.248279,481184,High,SRC015,0.92,2024-09-24 14:18:25,2025-04-26 03:17:23
L00377,Mall 545,Warehouse,"H.No. 29, Mander Zila",Ahmedabad,Gujarat,India,27.661964,77.170223,283259,Unknown,SRC021,0.95,2026-02-22 00:17:35,2026-06-22 20:21:58
L00378,Road 991,Residence,"25/73, Kakar Zila",Bengaluru,Karnataka,India,22.143923,85.061952,220373,High,SRC004,0.93,2026-06-24 19:58:22,2026-06-29 01:58:22
L00379,Warehouse 323,Public Place,"H.No. 33, Acharya Road",Gwalior,Madhya Pradesh,India,17.526465,75.994494,647850,Medium,SRC018,0.96,2026-03-08 22:27:27,2026-03-18 14:27:27
L00380,Hotel 471,Public Place,"33/71, Yadav",Ujjain,Madhya Pradesh,India,13.736983,78.727357,585102,Low,SRC021,0.84,2025-11-21 20:41:41,2025-12-10 17:41:41
L00381,Mall 10,Industrial Site,"46/548, Jha Zila",Kota,Rajasthan,India,12.045472,83.763723,206152,Low,SRC028,0.89,2025-10-27 22:38:23,2026-04-16 14:53:22
L00382,Station 332,Residence,"17/79, Sathe Circle",Nagpur,Maharashtra,India,11.549549,79.757886,244080,Unknown,SRC002,0.81,2024-06-27 11:51:36,2024-11-09 17:52:09
L00383,Hotel 386,Hotel,"H.No. 775, Brahmbhatt",Ahmedabad,Gujarat,India,21.763012,85.665764,489092,Medium,SRC008,0.82,2024-07-12 20:06:15,2025-07-01 17:28:47
L00384,Office 286,Commercial Area,"04, Sundaram Road",Vadodara,Gujarat,India,17.041406,77.424029,706605,High,SRC028,0.96,2025-04-24 17:13:38,2025-05-15 19:13:38
L00385,Industrial Area 874,Industrial Site,"739, Koshy Circle",Surat,Gujarat,India,26.771342,82.207487,125982,Unknown,SRC007,0.88,2024-05-15 11:15:01,2026-03-05 05:19:41
L00386,Apartment 824,Warehouse,"H.No. 162, Kumar Road",Indore,Madhya Pradesh,India,27.230286,87.925924,516961,Medium,SRC015,0.77,2024-07-28 08:32:49,2024-08-04 08:32:49
L00387,Mall 766,Public Place,"H.No. 849, Verma Chowk",Gwalior,Madhya Pradesh,India,23.457971,83.444104,315027,Unknown,SRC019,0.97,2025-09-10 22:38:30,2025-09-20 12:38:30
L00388,Industrial Area 428,Warehouse,"19/16, Mall Path",Nagpur,Maharashtra,India,27.053492,87.962509,307915,Unknown,SRC001,0.8,2024-02-23 07:21:03,2025-10-15 08:55:01
L00389,Hotel 668,Transport Hub,"79/586, Sen Nagar",Kanpur,Uttar Pradesh,India,17.391676,84.118791,509333,Medium,SRC014,0.88,2026-02-06 00:34:02,2026-02-24 03:34:02
L00390,Apartment 941,Office,"82, Arya Street",Hyderabad,Telangana,India,23.93051,74.480272,384528,High,SRC003,0.94,2024-04-18 10:36:49,2024-08-31 12:12:25
L00391,Apartment 143,Industrial Site,"57/52, Dhillon Ganj",Dewas,Madhya Pradesh,India,23.073357,72.015622,610382,Unknown,SRC006,0.83,2024-04-19 21:44:31,2025-05-25 07:21:42
L00392,Junction 889,Office,"H.No. 502, Nagar Path",Hyderabad,Telangana,India,26.22872,77.768492,309996,High,SRC012,0.82,2026-03-09 17:29:51,2026-04-02 23:29:51
L00393,Road 169,Commercial Area,"64/977, Soman Nagar",Kanpur,Uttar Pradesh,India,18.775445,80.477394,345621,Medium,SRC003,0.81,2024-12-12 08:32:43,2024-12-21 01:32:43
L00394,Market 912,Hotel,"H.No. 21, Chauhan Marg",Indore,Madhya Pradesh,India,14.943128,75.594528,759419,Medium,SRC029,0.97,2025-12-10 20:59:25,2026-01-06 22:59:25
L00395,Office 442,Bank,"06/54, Vora Chowk",Lucknow,Uttar Pradesh,India,11.81568,82.683807,193815,Low,SRC010,0.99,2025-05-23 20:39:05,2026-02-16 16:27:00
L00396,Mall 975,Public Place,"H.No. 187, Arya Nagar",Hyderabad,Telangana,India,15.20579,73.604188,498900,Unknown,SRC021,0.78,2025-02-08 07:50:23,2025-06-19 13:01:34
L00397,Office 799,Commercial Area,"H.No. 315, Sankaran Path",Mumbai,Maharashtra,India,9.193651,78.68522,752163,Unknown,SRC030,0.88,2024-12-23 12:36:32,2026-02-17 13:49:18
L00398,Junction 984,Hotel,"44/450, Saraf Chowk",Jaipur,Rajasthan,India,13.961126,78.185622,478891,Medium,SRC007,0.75,2026-02-14 22:10:53,2026-02-26 14:10:53
L00399,Hotel 558,Bank,"89/77, Dalal Path",Dewas,Madhya Pradesh,India,11.541867,81.567759,258074,High,SRC013,0.86,2024-05-21 02:55:31,2024-05-24 22:55:31
L00400,Station 215,Office,"736, Apte Nagar",Mumbai,Maharashtra,India,15.932514,75.905392,452323,High,SRC013,0.76,2024-05-07 12:17:53,2025-08-29 11:54:24
L00401,Office 763,Public Place,"041, Kala Chowk",Gurugram,Haryana,India,27.348946,74.435982,384307,Low,SRC008,0.98,2024-03-09 20:40:03,2025-05-11 19:46:21
L00402,Junction 624,Residence,"09, Kohli Nagar",Jaipur,Rajasthan,India,18.311334,84.95906,149033,Unknown,SRC010,0.89,2026-06-17 08:46:42,2026-08-11 18:59:46
L00403,Station 827,Hotel,"36/05, Divan Chowk",Ujjain,Madhya Pradesh,India,13.082541,82.431966,731156,Medium,SRC028,0.99,2025-04-21 09:40:30,2026-07-30 18:32:42
L00404,Apartment 966,Office,"865, Deo Circle",Bhopal,Madhya Pradesh,India,9.221262,87.211992,301618,Low,SRC013,0.85,2024-02-25 02:24:03,2024-03-21 15:24:03
L00405,Station 184,Warehouse,"79/42, Kakar Marg",Jaipur,Rajasthan,India,18.48323,77.80533,410936,High,SRC010,0.77,2024-03-11 18:47:01,2026-03-27 02:28:43
L00406,Mall 651,Commercial Area,"83/22, Bora",Indore,Madhya Pradesh,India,17.074296,86.62061,280919,Unknown,SRC005,0.79,2026-08-30 10:38:06,2026-09-04 23:59:59
L00407,Hotel 78,Office,"H.No. 982, Sheth Chowk",Hyderabad,Telangana,India,20.677097,80.183202,795678,Unknown,SRC003,0.76,2024-11-16 15:08:26,2025-09-08 12:38:44
L00408,Market 758,Residence,"61, Buch Street",Kota,Rajasthan,India,11.653122,78.231457,744415,Low,SRC010,0.85,2026-03-26 12:30:50,2026-04-14 06:30:50
L00409,Warehouse 453,Transport Hub,"759, Gour Circle",Indore,Madhya Pradesh,India,20.249663,77.368007,813281,Low,SRC030,0.95,2025-05-07 02:01:45,2025-05-11 10:01:45
L00410,Office 924,Transport Hub,"955, Mahajan Circle",Jaipur,Rajasthan,India,13.549126,87.430461,573526,Unknown,SRC013,0.9,2024-09-13 11:49:49,2026-02-19 14:35:15
L00411,Mall 295,Commercial Area,"49/131, Lanka Nagar",Kanpur,Uttar Pradesh,India,27.735024,85.978246,527404,Medium,SRC028,0.95,2024-12-12 05:16:07,2024-12-24 04:16:07
L00412,Station 358,Residence,"129, Khanna Nagar",Ujjain,Madhya Pradesh,India,25.497037,86.578803,651294,High,SRC005,0.97,2025-03-14 17:10:50,2025-07-11 11:01:42
L00413,Road 200,Commercial Area,"33, Bali Chowk",Lucknow,Uttar Pradesh,India,13.321535,76.067902,857903,Low,SRC015,0.77,2026-04-20 19:53:18,2026-06-12 19:49:23
L00414,Market 704,Bank,"22/276, Panchal Zila",Ujjain,Madhya Pradesh,India,23.118989,81.864719,251187,High,SRC001,0.79,2025-11-05 06:43:17,2026-06-23 15:26:32
L00415,Hotel 655,Residence,"185, Kalita Circle",Indore,Madhya Pradesh,India,24.810671,78.939538,329757,Low,SRC009,0.88,2024-01-26 12:57:02,2024-10-10 11:30:28
L00416,Apartment 673,Hotel,"71/81, Warrior Road",Pune,Maharashtra,India,23.524065,79.993856,436274,Low,SRC009,0.86,2025-05-21 11:20:43,2026-07-19 00:37:52
L00417,Hotel 262,Office,"73/17, Murthy Circle",Surat,Gujarat,India,11.414092,86.705763,337168,Medium,SRC010,0.93,2024-09-03 07:34:26,2026-04-18 02:31:10
L00418,Office 161,Residence,"51/92, Bhatti Marg",Hyderabad,Telangana,India,24.413794,74.878443,586927,Low,SRC012,0.94,2025-11-13 21:16:38,2025-11-14 15:16:38
L00419,Market 522,Commercial Area,"03/916, Barman Zila",Dewas,Madhya Pradesh,India,10.773834,85.515889,811117,Unknown,SRC018,0.75,2024-02-02 15:51:01,2024-02-16 17:51:01
L00420,Station 622,Public Place,"73/74, Bawa Circle",Dewas,Madhya Pradesh,India,11.324891,87.437769,217020,High,SRC025,0.76,2025-05-01 02:09:02,2025-05-08 14:09:02
L00421,Office 286,Office,"H.No. 163, Sampath Zila",Pune,Maharashtra,India,12.633676,81.612553,754795,Medium,SRC002,0.81,2025-04-10 18:39:11,2025-07-20 02:43:46
L00422,Hotel 47,Warehouse,"74, Rau Zila",Dewas,Madhya Pradesh,India,17.726879,81.605665,675993,Medium,SRC026,0.98,2026-08-11 03:57:35,2026-08-21 22:57:35
L00423,Apartment 518,Transport Hub,"44/245, Mahajan Nagar",Kanpur,Uttar Pradesh,India,13.913756,84.138922,453868,Medium,SRC016,0.9,2026-08-20 05:17:58,2026-09-02 17:17:58
L00424,Junction 216,Transport Hub,"H.No. 265, Tak Street",Vadodara,Gujarat,India,11.087197,83.701476,673155,High,SRC024,0.88,2024-06-16 07:23:38,2026-03-26 08:06:47
L00425,Apartment 27,Industrial Site,"78/321, Dora Zila",Mumbai,Maharashtra,India,16.217738,76.074563,818685,Low,SRC010,0.88,2024-01-24 05:45:36,2026-08-23 09:15:56
L00426,Office 605,Residence,"H.No. 58, Saha Path",Pune,Maharashtra,India,18.306847,84.994212,710456,High,SRC002,0.93,2025-05-06 05:32:18,2026-03-25 12:25:23
L00427,Mall 876,Bank,"34, Modi Street",Nagpur,Maharashtra,India,21.215818,77.353279,359288,Low,SRC027,0.83,2025-09-13 09:52:43,2025-10-08 06:52:43
L00428,Office 934,Hotel,"H.No. 25, Kadakia Zila",Kanpur,Uttar Pradesh,India,17.332489,74.726327,272586,Low,SRC020,0.76,2024-04-24 05:51:37,2024-06-27 22:14:29
L00429,Junction 264,Bank,"40/848, Kuruvilla Chowk",Nagpur,Maharashtra,India,19.447757,75.704072,615471,Low,SRC023,0.77,2026-02-19 03:23:19,2026-03-20 18:23:19
L00430,Industrial Area 963,Transport Hub,"757, Khosla Ganj",Gwalior,Madhya Pradesh,India,25.082201,72.158172,750434,Medium,SRC023,0.81,2026-02-06 12:43:52,2026-02-06 15:43:52
L00431,Mall 696,Industrial Site,"974, Anne Circle",Jaipur,Rajasthan,India,21.756117,86.645707,335235,Unknown,SRC011,0.91,2026-04-20 19:25:32,2026-05-01 19:25:32
L00432,Apartment 491,Transport Hub,"63/83, Morar Circle",Gurugram,Haryana,India,23.61466,81.582008,534962,Unknown,SRC013,0.98,2025-12-28 09:27:26,2025-12-29 20:27:26
L00433,Office 225,Public Place,"H.No. 55, Chaudry Marg",Delhi,Delhi,India,15.568911,72.928816,136034,High,SRC028,0.96,2026-06-05 16:02:47,2026-06-14 09:02:47
L00434,Junction 107,Warehouse,"H.No. 24, Nagi Street",Gurugram,Haryana,India,8.133601,73.689981,658993,Low,SRC007,0.85,2024-07-13 18:52:53,2026-02-09 16:57:27
L00435,Apartment 514,Warehouse,"17, Parsa Marg",Bengaluru,Karnataka,India,15.111804,85.721406,849940,High,SRC001,0.82,2025-05-24 03:21:52,2026-04-18 21:30:10
L00436,Apartment 793,Commercial Area,"27, Sethi",Hyderabad,Telangana,India,10.339334,72.291433,809277,Unknown,SRC020,0.94,2025-12-25 23:41:40,2026-01-15 01:41:40
L00437,Industrial Area 998,Bank,"H.No. 464, Wable Nagar",Surat,Gujarat,India,15.46935,83.039054,777058,Unknown,SRC014,0.88,2024-04-16 22:44:40,2026-08-08 18:50:57
L00438,Market 223,Office,"52, Patla Road",Kanpur,Uttar Pradesh,India,16.547074,78.406125,164201,Low,SRC015,0.83,2024-04-17 21:18:52,2025-05-18 08:20:43
L00439,Mall 69,Hotel,"95/485, Chacko Street",Nagpur,Maharashtra,India,14.766061,79.799756,215946,High,SRC006,0.9,2024-08-27 10:34:20,2024-08-28 14:23:35
L00440,Apartment 775,Hotel,"79/842, Salvi Chowk",Lucknow,Uttar Pradesh,India,8.228481,87.301095,177069,High,SRC008,0.89,2025-09-18 00:33:47,2025-11-02 19:14:35
L00441,Station 43,Industrial Site,"370, Keer Zila",Jabalpur,Madhya Pradesh,India,21.069268,87.706953,399865,Medium,SRC006,0.89,2026-06-13 10:51:29,2026-06-26 18:51:29
L00442,Industrial Area 901,Hotel,"46, Raj Street",Kanpur,Uttar Pradesh,India,13.805595,85.84122,545219,Low,SRC003,0.81,2024-02-09 04:29:56,2025-07-20 23:31:42
L00443,Industrial Area 856,Transport Hub,"12, Yadav Path",Bengaluru,Karnataka,India,17.105944,77.26469,281311,Unknown,SRC007,0.91,2026-08-03 21:41:55,2026-08-30 18:41:55
L00444,Industrial Area 38,Transport Hub,"35, Salvi Road",Delhi,Delhi,India,23.217022,87.244229,353675,Low,SRC019,0.99,2025-09-09 06:01:51,2026-06-12 17:05:41
L00445,Mall 70,Transport Hub,"56/44, Doshi",Delhi,Delhi,India,15.29188,84.669706,593348,High,SRC019,0.87,2026-05-15 10:47:49,2026-06-04 01:47:49
L00446,Apartment 625,Public Place,"H.No. 68, Ahluwalia Nagar",Delhi,Delhi,India,9.881846,86.871416,209764,Medium,SRC025,0.91,2025-01-14 14:23:07,2025-02-03 22:23:07
L00447,Hotel 482,Hotel,"59/596, Solanki Street",Indore,Madhya Pradesh,India,26.170474,78.423453,233412,Low,SRC030,0.76,2025-06-14 23:49:10,2025-06-28 23:49:10
L00448,Junction 830,Office,"70/375, Ramanathan Street",Indore,Madhya Pradesh,India,22.115234,79.950605,857539,High,SRC014,0.9,2024-03-04 02:03:20,2025-09-17 11:37:12
L00449,Apartment 33,Bank,"946, Kashyap Circle",Nagpur,Maharashtra,India,25.109741,86.590521,276616,Low,SRC029,0.91,2026-07-22 08:29:08,2026-08-18 08:29:08
L00450,Industrial Area 678,Bank,"11/72, Nigam Street",Lucknow,Uttar Pradesh,India,24.037531,82.838882,257481,Unknown,SRC030,0.89,2026-04-17 17:23:24,2026-05-03 15:23:24
L00451,Station 328,Industrial Site,"H.No. 60, Karan Marg",Gwalior,Madhya Pradesh,India,17.251877,75.705588,808554,Medium,SRC010,0.93,2024-06-16 06:44:04,2026-01-23 01:36:03
L00452,Market 271,Industrial Site,"93/96, Bhakta Nagar",Gwalior,Madhya Pradesh,India,25.180231,79.034459,894935,Unknown,SRC015,0.97,2026-01-17 19:10:24,2026-01-27 08:10:24
L00453,Office 395,Commercial Area,"72, Vaidya Ganj",Gwalior,Madhya Pradesh,India,24.184338,83.107823,194620,Low,SRC018,0.98,2024-10-18 20:19:35,2026-01-24 00:09:26
L00454,Warehouse 171,Bank,"96, Chowdhury Circle",Hyderabad,Telangana,India,23.162798,81.980683,320224,High,SRC030,0.91,2024-01-03 22:08:37,2025-04-18 15:34:45
L00455,Road 979,Office,"15/95, Kadakia Road",Nagpur,Maharashtra,India,20.490412,78.469353,246740,High,SRC004,0.92,2025-11-11 22:20:56,2026-04-18 13:43:14
L00456,Mall 798,Commercial Area,"H.No. 437, Chaudhuri Circle",Vadodara,Gujarat,India,25.513356,75.092817,119587,Medium,SRC002,0.92,2025-11-29 10:34:09,2026-03-28 12:08:11
L00457,Apartment 467,Public Place,"H.No. 634, Prabhu Nagar",Nagpur,Maharashtra,India,12.064036,80.473797,300572,High,SRC019,0.85,2024-08-14 17:09:10,2024-12-29 13:17:36
L00458,Market 505,Office,"91, Garde Circle",Gurugram,Haryana,India,16.704144,81.956057,316716,High,SRC009,0.88,2026-08-18 14:52:44,2026-08-29 15:52:44
L00459,Junction 768,Transport Hub,"81/754, Chander Circle",Gwalior,Madhya Pradesh,India,8.045331,72.945757,423352,High,SRC002,0.94,2025-10-10 02:03:44,2025-10-19 15:03:44
L00460,Station 47,Warehouse,"324, Mohan Chowk",Vadodara,Gujarat,India,12.768834,85.783231,879271,Low,SRC002,0.92,2025-06-19 23:31:11,2025-07-18 04:31:11
L00461,Market 456,Bank,"703, Seth Path",Ahmedabad,Gujarat,India,11.178138,78.577986,808784,Medium,SRC006,0.93,2024-04-07 10:03:41,2025-05-13 04:38:16
L00462,Hotel 768,Transport Hub,"93, Kale",Lucknow,Uttar Pradesh,India,11.077376,86.782897,151901,High,SRC009,0.99,2025-10-07 13:16:31,2026-02-27 05:17:48
L00463,Road 843,Warehouse,"H.No. 203, Gade Path",Gurugram,Haryana,India,25.922589,77.997343,117218,Unknown,SRC023,0.8,2026-06-25 17:30:46,2026-07-05 12:30:46
L00464,Station 647,Commercial Area,"893, Borah Ganj",Kota,Rajasthan,India,27.835756,79.125687,863492,High,SRC017,0.97,2024-07-28 09:07:00,2024-11-10 19:08:21
L00465,Mall 720,Hotel,"49/371, Mallick Nagar",Delhi,Delhi,India,27.094993,79.749039,762851,Low,SRC030,0.76,2026-04-30 13:22:20,2026-05-23 23:22:20
L00466,Apartment 998,Warehouse,"H.No. 640, Bal Road",Surat,Gujarat,India,15.092125,83.423153,363526,Low,SRC026,0.85,2025-05-29 00:41:13,2025-06-24 19:07:36
L00467,Industrial Area 124,Industrial Site,"04/38, Buch",Gurugram,Haryana,India,14.476251,83.435445,482199,Low,SRC025,0.9,2026-02-27 04:10:31,2026-03-15 07:10:31
L00468,Junction 951,Hotel,"441, Mutti Circle",Gurugram,Haryana,India,22.0128,76.11496,166415,Medium,SRC012,0.84,2026-03-10 14:48:32,2026-03-20 06:48:32
L00469,Market 301,Office,"56, Chadha Circle",Bhopal,Madhya Pradesh,India,12.019563,73.593642,343153,Unknown,SRC028,0.87,2026-03-21 20:31:50,2026-04-07 23:31:50
L00470,Office 492,Residence,"H.No. 93, Desai",Vadodara,Gujarat,India,16.756371,87.849802,235963,Unknown,SRC019,0.99,2024-09-26 20:06:56,2025-11-22 21:29:30
L00471,Warehouse 450,Public Place,"24, Chawla Chowk",Delhi,Delhi,India,12.259816,87.31976,212488,Low,SRC014,0.96,2025-10-17 18:49:26,2026-06-02 12:26:46
L00472,Office 714,Bank,"30/872, Anne Road",Ahmedabad,Gujarat,India,11.145683,83.531201,648002,Low,SRC023,0.82,2025-10-08 15:04:33,2025-10-09 03:04:33
L00473,Mall 645,Office,"H.No. 646, Sami Chowk",Lucknow,Uttar Pradesh,India,17.741615,83.508634,172775,Unknown,SRC013,0.78,2026-01-04 23:38:49,2026-01-13 22:38:49
L00474,Industrial Area 36,Warehouse,"365, Saran Path",Dewas,Madhya Pradesh,India,22.764851,76.992173,414930,Low,SRC013,0.9,2024-01-31 08:35:19,2025-12-17 14:26:51
L00475,Road 69,Commercial Area,"03/82, Arora Road",Pune,Maharashtra,India,18.205502,87.929783,765947,High,SRC029,0.87,2026-01-31 00:18:39,2026-02-23 20:18:39
L00476,Station 56,Transport Hub,"H.No. 56, Iyer Marg",Surat,Gujarat,India,15.679002,79.47829,111755,Medium,SRC021,0.76,2025-06-18 13:19:35,2026-06-25 19:29:26
L00477,Station 636,Residence,"40/66, Mukhopadhyay Road",Mumbai,Maharashtra,India,15.815619,86.528758,515717,High,SRC023,0.94,2025-10-07 04:12:24,2025-10-10 11:12:24
L00478,Market 680,Warehouse,"H.No. 028, Jain Circle",Vadodara,Gujarat,India,15.85742,73.034669,202817,High,SRC001,0.92,2024-11-15 02:20:06,2026-08-26 11:39:03
L00479,Apartment 96,Warehouse,"42, Varma",Gurugram,Haryana,India,11.094579,84.332827,803794,Low,SRC027,0.95,2024-09-17 18:16:29,2026-08-22 15:28:19
L00480,Station 450,Public Place,"H.No. 056, Sule Circle",Kota,Rajasthan,India,16.118898,77.167546,442772,Low,SRC011,0.81,2025-01-01 10:57:43,2025-01-25 08:57:43
L00481,Junction 161,Office,"H.No. 696, Gara Circle",Dewas,Madhya Pradesh,India,21.832122,78.589978,393286,High,SRC008,0.83,2026-03-29 03:26:54,2026-04-20 14:26:54
L00482,Mall 764,Public Place,"63/57, Dave Street",Dewas,Madhya Pradesh,India,26.269753,79.461789,152605,Low,SRC012,0.88,2025-10-31 15:20:19,2025-11-18 05:20:19
L00483,Apartment 991,Industrial Site,"15/75, Dar Circle",Ujjain,Madhya Pradesh,India,8.640444,77.326901,215952,Medium,SRC006,0.78,2024-12-16 01:28:27,2024-12-20 06:28:27
L00484,Industrial Area 878,Industrial Site,"37, Zachariah",Jaipur,Rajasthan,India,23.14416,86.601899,800203,Unknown,SRC010,0.84,2024-06-12 13:01:46,2026-08-07 05:59:56
L00485,Office 419,Office,"07/896, Srinivas Zila",Vadodara,Gujarat,India,14.306057,72.482758,225091,Low,SRC024,0.83,2026-02-04 13:05:50,2026-02-26 15:05:50
L00486,Industrial Area 9,Commercial Area,"32, Dhillon Street",Vadodara,Gujarat,India,27.280394,74.503032,326017,High,SRC002,0.88,2026-05-27 11:21:59,2026-06-01 12:21:59
L00487,Industrial Area 911,Transport Hub,"88/32, Buch Nagar",Kanpur,Uttar Pradesh,India,13.785875,74.027318,423483,Medium,SRC011,0.97,2025-09-28 10:22:34,2025-10-23 04:22:34
L00488,Road 858,Industrial Site,"61/845, Sule Marg",Hyderabad,Telangana,India,19.786532,82.492806,785730,High,SRC018,0.85,2024-05-10 04:28:51,2026-06-30 07:09:06
L00489,Station 253,Commercial Area,"94/847, Buch Chowk",Jabalpur,Madhya Pradesh,India,16.617712,72.559869,673390,Medium,SRC011,0.91,2025-08-28 22:54:22,2025-09-12 11:54:22
L00490,Hotel 90,Bank,"H.No. 183, Sunder Street",Ujjain,Madhya Pradesh,India,24.006769,87.223616,818357,Unknown,SRC023,0.98,2025-09-13 10:31:10,2025-12-18 03:45:06
L00491,Road 206,Bank,"418, Choudhary Circle",Ujjain,Madhya Pradesh,India,25.549893,76.007425,765150,High,SRC007,0.77,2024-05-18 09:44:38,2025-05-12 19:23:59
L00492,Industrial Area 822,Hotel,"H.No. 98, Chadha Street",Dewas,Madhya Pradesh,India,13.342364,85.892831,151763,High,SRC017,0.91,2025-05-12 19:47:45,2025-05-25 22:47:45
L00493,Road 505,Public Place,"54/03, Hayer Nagar",Ujjain,Madhya Pradesh,India,21.754355,73.791976,535559,High,SRC014,0.93,2025-08-10 08:45:12,2025-08-30 17:45:12
L00494,Junction 700,Public Place,"056, Aggarwal Nagar",Jaipur,Rajasthan,India,9.538903,74.379152,420922,Unknown,SRC025,0.83,2026-04-04 23:46:53,2026-04-11 20:46:53
L00495,Office 131,Transport Hub,"67/07, Basak Zila",Jabalpur,Madhya Pradesh,India,26.058953,84.380488,815412,Low,SRC024,0.91,2024-05-12 02:18:39,2024-07-24 09:33:15
L00496,Market 110,Transport Hub,"543, Tak Ganj",Gwalior,Madhya Pradesh,India,18.56051,73.730248,536560,Unknown,SRC003,0.9,2026-02-08 09:01:27,2026-03-09 08:01:27
L00497,Junction 45,Industrial Site,"H.No. 216, Trivedi Ganj",Kanpur,Uttar Pradesh,India,20.021815,87.479001,459622,High,SRC008,0.86,2026-07-16 20:25:22,2026-07-18 08:25:22
L00498,Mall 683,Office,"484, Sane Ganj",Ahmedabad,Gujarat,India,24.189947,86.307865,606017,Low,SRC016,0.93,2024-07-04 02:56:25,2026-04-22 19:48:57
L00499,Apartment 9,Residence,"H.No. 15, Sharaf Nagar",Bengaluru,Karnataka,India,18.423913,72.289877,574003,Low,SRC011,0.95,2025-11-03 15:33:27,2025-12-03 12:33:27
L00500,Market 560,Office,"15/320, Garde",Lucknow,Uttar Pradesh,India,13.355414,75.081443,534249,High,SRC023,0.95,2024-11-18 13:26:56,2025-11-16 09:19:54
L00501,Market 567,Office,"800, Lall Marg",Surat,Gujarat,India,21.897563,86.29095,157799,High,SRC013,0.99,2024-07-24 23:06:15,2026-04-11 06:33:24
L00502,Hotel 981,Industrial Site,"H.No. 69, Lata Marg",Pune,Maharashtra,India,22.413163,82.51666,896389,Low,SRC021,0.79,2025-09-24 13:25:09,2025-10-16 08:25:09
L00503,Apartment 71,Office,"H.No. 266, Hans",Gwalior,Madhya Pradesh,India,16.218643,78.637458,676782,High,SRC014,0.76,2026-07-31 06:46:20,2026-08-10 20:46:20
L00504,Warehouse 165,Transport Hub,"44/28, Zachariah Street",Jabalpur,Madhya Pradesh,India,26.114353,87.404667,832551,Unknown,SRC025,0.81,2026-03-10 23:47:10,2026-04-03 23:47:10
L00505,Warehouse 153,Commercial Area,"82, Dugar Chowk",Lucknow,Uttar Pradesh,India,19.31964,85.823201,213690,Unknown,SRC025,0.79,2025-06-25 20:29:15,2025-06-27 04:29:15
L00506,Junction 637,Industrial Site,"963, Roy Zila",Delhi,Delhi,India,24.47169,84.534741,121150,High,SRC019,0.97,2026-08-11 02:11:18,2026-08-17 09:11:18
L00507,Road 77,Warehouse,"H.No. 17, Agrawal Marg",Surat,Gujarat,India,15.775857,85.791672,137779,Medium,SRC001,0.81,2024-07-29 17:07:50,2025-01-03 11:22:00
L00508,Junction 763,Public Place,"H.No. 70, Doshi Road",Ujjain,Madhya Pradesh,India,15.388884,87.497893,866478,High,SRC016,0.92,2025-02-11 06:46:34,2025-02-22 03:46:34
L00509,Station 401,Commercial Area,"012, Ram Street",Gwalior,Madhya Pradesh,India,17.819373,85.769936,153543,Low,SRC007,0.76,2024-04-28 10:20:20,2025-04-03 08:24:11
L00510,Road 354,Residence,"50/982, Bhattacharyya Street",Hyderabad,Telangana,India,14.064127,86.833883,259322,Unknown,SRC010,0.91,2024-09-24 07:53:54,2025-11-18 08:25:23
