transaction_id,source_account_id,target_account_id,transaction_type,amount,currency,timestamp,transaction_reference_hash,source_location_id,destination_location_id,channel,description,source_id,confidence_score,evidence_id,created_at
TX000385,A00253,A00730,PAYMENT,604716.52,INR,2025-05-18 21:05:24,REF78469159536,L02138,L00899,RTGS,Invoice payment,SRC005,0.87,EV02984,2026-04-04 01:54:19
TX000386,A01024,A00751,CASH,43739.53,INR,2024-09-12 19:48:48,REF94112127600,L01346,L02267,IMPS,Cash deposit,SRC007,0.84,EV00026,2025-04-15 17:25:01
TX000387,A00095,A00191,DEPOSIT,27946.32,INR,2024-10-23 01:35:34,REF24779893768,L01574,L00160,UPI,Vendor payment,SRC014,0.83,EV04212,2026-03-13 20:26:29
TX000388,A00172,A00722,WITHDRAWAL,234037.51,INR,2026-02-09 15:20:43,REF73454335842,L00466,L01679,UPI,Vendor payment,SRC007,0.94,EV00620,2026-02-22 02:23:54
TX000389,A00152,A00863,DEPOSIT,517307.47,INR,2025-06-18 06:42:30,REF52698597787,L01078,L01017,UPI,Cash deposit,SRC008,0.97,EV01945,2025-12-15 16:39:36
TX000390,A00978,A00228,DEPOSIT,478862.21,INR,2026-03-14 16:38:01,REF70049289521,L02187,L01806,NEFT,Service payment,SRC029,0.89,EV03118,2026-07-09 00:38:28
TX000391,A00659,A01141,DEPOSIT,705013.44,INR,2026-01-30 23:33:14,REF68962687382,L00103,L01884,ATM,Cash deposit,SRC014,0.84,EV03363,2026-06-29 22:03:02
TX000392,A00675,A00190,DEPOSIT,142204.6,INR,2025-06-19 23:47:38,REF83332216430,L01506,L00230,IMPS,Cash deposit,SRC026,0.95,EV01557,2024-05-12 23:28:44
TX000393,A00422,A00011,PAYMENT,195677.24,INR,2025-03-06 06:45:56,REF94881357117,L02203,L01993,ATM,Vendor payment,SRC021,0.96,EV01680,2025-01-07 15:15:37
TX000394,A00890,A00384,WITHDRAWAL,319194.55,INR,2024-07-13 00:54:40,REF95952002249,L00810,L01875,IMPS,Vendor payment,SRC020,0.85,EV02184,2025-12-22 05:18:20
TX000395,A00962,A01009,TRANSFER,525206.72,INR,2024-08-01 09:51:38,REF14519258443,L01005,L01443,NEFT,Service payment,SRC025,0.98,EV00456,2024-03-13 15:06:36
TX000396,A00012,A00778,DEPOSIT,193508.52,INR,2025-01-08 14:34:59,REF54626394859,L02483,L00965,RTGS,Cash deposit,SRC002,0.88,EV00273,2026-03-27 12:58:58
TX000397,A00500,A01144,WITHDRAWAL,742951.87,INR,2026-06-18 20:50:41,REF44042496474,L01668,L01172,UPI,Vendor payment,SRC027,0.98,EV03633,2024-08-10 23:38:22
TX000398,A00274,A00194,PAYMENT,344060.19,INR,2024-01-15 18:21:42,REF77376851359,L00308,L00176,UPI,Invoice payment,SRC020,0.96,EV02073,2024-04-15 12:48:18
TX000399,A00936,A01159,CASH,4107.25,INR,2024-01-24 22:55:40,REF93620686642,L02027,L00061,CASH,Cash deposit,SRC015,0.84,EV03381,2026-03-27 20:23:56
TX000400,A00820,A00072,TRANSFER,539587.72,INR,2025-10-20 08:07:17,REF19784580125,L01347,L00545,IMPS,Refund,SRC002,0.84,EV03585,2025-11-19 06:24:51
TX000401,A01060,A00368,WITHDRAWAL,221437.28,INR,2025-10-18 09:52:23,REF60446205829,L00812,L01161,IMPS,Refund,SRC006,0.98,EV02228,2024-08-19 03:23:17
TX000402,A00168,A00059,PAYMENT,451486.1,INR,2025-08-04 15:24:48,REF59322887889,L01366,L01555,IMPS,Personal transfer,SRC021,0.95,EV02894,2024-05-26 16:47:06
TX000403,A00105,A00728,PAYMENT,297336.22,INR,2024-04-28 22:21:11,REF26541529555,L01401,L01829,NEFT,Refund,SRC005,0.88,EV04291,2026-08-30 14:55:47
TX000404,A00895,A00952,CASH,254981.07,INR,2025-02-13 04:45:02,REF91627633327,L00984,L02291,UPI,Service payment,SRC016,0.99,EV01802,2025-10-22 18:17:31
TX000405,A00314,A00652,CASH,576476.13,INR,2024-08-10 00:51:26,REF23478289542,L00767,L00732,RTGS,Cash deposit,SRC011,0.94,EV03275,2025-11-29 04:09:41
TX000406,A00489,A00760,WITHDRAWAL,435584.03,INR,2024-06-10 06:17:38,REF89663984767,L00825,L02163,NEFT,Refund,SRC025,0.84,EV00265,2025-02-15 13:23:34
TX000407,A00009,A00010,TRANSFER,746759.24,INR,2026-05-14 22:59:32,REF89351606825,L01363,L00231,RTGS,Personal transfer,SRC023,0.92,EV00338,2024-09-22 04:47:57
TX000408,A00219,A01141,TRANSFER,658925.23,INR,2024-12-20 06:37:36,REF59926533215,L00697,L01880,CASH,Personal transfer,SRC016,0.85,EV01117,2024-06-02 12:46:26
TX000409,A00954,A00813,PAYMENT,699769.42,INR,2026-04-23 15:21:23,REF20538408043,L00831,L00184,UPI,Vendor payment,SRC001,0.9,EV00378,2026-03-15 06:00:24
TX000410,A00282,A00045,TRANSFER,586649.82,INR,2026-07-31 16:17:32,REF49924343771,L02176,L01849,UPI,Invoice payment,SRC016,0.87,EV04154,2024-06-13 21:54:14
TX000411,A00716,A00375,TRANSFER,239024.44,INR,2025-09-07 17:24:10,REF38414500203,L00713,L01494,RTGS,Service payment,SRC005,0.82,EV00357,2024-11-12 13:46:59
TX000412,A00382,A01233,CASH,350727.65,INR,2024-10-08 22:21:58,REF61356696625,L00107,L01204,CASH,Personal transfer,SRC007,0.99,EV03814,2026-02-09 12:21:53
TX000413,A00211,A01259,WITHDRAWAL,435634.99,INR,2025-01-22 06:48:32,REF97025066071,L00105,L01246,NEFT,Invoice payment,SRC005,0.94,EV04540,2026-01-19 02:46:09
TX000414,A00533,A00981,TRANSFER,457249.61,INR,2026-03-08 04:06:00,REF17126625000,L02367,L01613,RTGS,Refund,SRC012,0.96,EV04214,2024-04-14 22:41:35
TX000415,A00037,A00980,WITHDRAWAL,166873.73,INR,2025-11-27 00:03:24,REF38196222963,L02330,L01455,ATM,Cash deposit,SRC003,0.91,EV02519,2025-08-04 18:56:21
TX000416,A00240,A01176,WITHDRAWAL,247053.5,INR,2024-05-11 17:35:47,REF65633228180,L00518,L02246,IMPS,Service payment,SRC017,0.83,EV04972,2025-08-18 06:59:00
TX000417,A00205,A00351,DEPOSIT,292804.95,INR,2026-04-01 15:39:37,REF29159261016,L02428,L01119,RTGS,Service payment,SRC016,0.92,EV02951,2026-06-25 05:41:43
TX000418,A00772,A01188,PAYMENT,90054.55,INR,2025-10-26 00:09:17,REF34562166936,L01333,L02009,IMPS,Vendor payment,SRC007,0.84,EV01867,2025-01-15 23:47:54
TX000419,A00434,A00981,CASH,634046.95,INR,2024-09-15 11:15:20,REF30844387197,L00051,L01842,IMPS,Personal transfer,SRC021,0.92,EV03046,2025-07-28 23:21:56
TX000420,A01122,A00907,WITHDRAWAL,320653.24,INR,2024-12-22 03:02:33,REF59960119880,L00857,L01837,RTGS,Refund,SRC020,0.85,EV00496,2026-07-22 02:20:36
TX000421,A00856,A01090,DEPOSIT,422465.04,INR,2026-04-05 11:12:26,REF25533411426,L01957,L02149,NEFT,Service payment,SRC004,0.97,EV02319,2024-06-11 02:53:37
TX000422,A00315,A00211,CASH,524324.78,INR,2026-05-24 20:30:16,REF70760204850,L02325,L01818,CASH,Cash deposit,SRC022,0.84,EV04183,2025-04-11 20:25:20
TX000423,A00265,A01176,DEPOSIT,105857.45,INR,2025-12-16 15:12:18,REF36629799315,L01248,L01160,ATM,Vendor payment,SRC028,0.82,EV01287,2024-11-18 04:25:39
TX000424,A00205,A01050,DEPOSIT,295952.1,INR,2024-02-26 11:36:57,REF95053835779,L02095,L00784,UPI,Refund,SRC011,0.86,EV02172,2025-05-03 05:54:59
TX000425,A00012,A01041,CASH,505465.83,INR,2024-07-19 04:20:02,REF61702377797,L02338,L02368,IMPS,Personal transfer,SRC009,0.92,EV03089,2025-01-10 08:10:51
TX000426,A01045,A00409,CASH,110364.03,INR,2025-03-28 10:32:01,REF40717538458,L01029,L00434,UPI,Vendor payment,SRC029,0.94,EV00147,2024-04-10 10:21:18
TX000427,A00681,A00962,PAYMENT,503265.09,INR,2024-12-03 20:08:27,REF60546307652,L01220,L01283,RTGS,Vendor payment,SRC017,0.99,EV01846,2025-09-26 02:02:32
TX000428,A00689,A01010,WITHDRAWAL,66344.38,INR,2025-03-25 02:39:57,REF33775022144,L02463,L00279,IMPS,Personal transfer,SRC004,0.94,EV02783,2025-02-20 15:34:13
TX000429,A00733,A00390,WITHDRAWAL,146420.49,INR,2025-02-28 18:57:47,REF31275594677,L01498,L01867,CASH,Invoice payment,SRC023,0.91,EV01599,2024-11-13 10:05:34
TX000430,A00548,A00565,PAYMENT,300528.53,INR,2026-06-18 10:16:38,REF63334348556,L01725,L00117,IMPS,Refund,SRC022,0.9,EV03439,2024-11-12 09:33:07
TX000431,A00762,A00575,DEPOSIT,552231.3,INR,2024-08-30 19:45:23,REF45733906443,L02353,L01856,RTGS,Vendor payment,SRC016,0.83,EV04800,2024-12-10 13:47:05
TX000432,A00162,A00341,DEPOSIT,539068.63,INR,2024-08-15 04:43:45,REF22188834333,L00429,L00500,IMPS,Refund,SRC003,0.92,EV00414,2026-08-22 09:50:07
TX000433,A00250,A01175,CASH,431066.66,INR,2024-08-23 16:10:25,REF25181660813,L00268,L00399,RTGS,Cash deposit,SRC019,0.85,EV04798,2024-11-21 01:41:58
TX000434,A00784,A00090,TRANSFER,616220.2,INR,2025-09-09 11:14:57,REF53213741058,L00375,L01713,CASH,Vendor payment,SRC005,0.84,EV04172,2026-06-19 15:47:22
TX000435,A01286,A01002,PAYMENT,279649.69,INR,2026-01-10 03:12:53,REF68692589883,L00289,L00708,IMPS,Service payment,SRC024,0.96,EV02463,2025-06-22 15:07:01
TX000436,A00637,A01129,DEPOSIT,208035.75,INR,2024-02-17 07:05:06,REF71841118196,L00885,L01494,CASH,Invoice payment,SRC028,0.95,EV04191,2025-08-26 09:51:25
TX000437,A01143,A00701,CASH,259072.62,INR,2025-02-21 21:17:48,REF90044251467,L01964,L01188,CASH,Refund,SRC029,0.9,EV01130,2026-08-11 04:24:47
TX000438,A00842,A00050,DEPOSIT,26362.29,INR,2025-12-09 23:39:20,REF63343207849,L02363,L01785,IMPS,Vendor payment,SRC006,0.88,EV04214,2025-01-30 22:08:00
TX000439,A00295,A00765,TRANSFER,84174.62,INR,2025-06-17 15:09:50,REF35000551097,L01711,L01112,IMPS,Cash deposit,SRC025,0.89,EV04816,2026-06-12 16:45:14
TX000440,A00924,A00328,TRANSFER,415247.72,INR,2025-07-09 13:11:43,REF27849989970,L01734,L01099,CASH,Service payment,SRC028,0.96,EV01075,2024-07-15 17:15:54
TX000441,A00384,A01251,DEPOSIT,127355.68,INR,2025-02-18 10:12:20,REF51808400391,L00927,L01308,IMPS,Personal transfer,SRC025,0.97,EV00210,2026-01-12 22:58:56
TX000442,A00948,A00727,TRANSFER,680655.99,INR,2026-07-08 03:24:41,REF62446756821,L00928,L02075,ATM,Vendor payment,SRC011,0.95,EV03686,2025-03-21 05:14:03
TX000443,A00596,A01093,TRANSFER,346529.7,INR,2024-08-17 12:00:29,REF16468221959,L00130,L02318,RTGS,Invoice payment,SRC005,0.97,EV04436,2024-05-17 18:42:11
TX000444,A00286,A01167,CASH,409544.47,INR,2025-06-22 00:49:16,REF23681145300,L00929,L00260,UPI,Service payment,SRC020,0.89,EV00760,2026-07-07 01:20:51
TX000445,A00797,A00807,WITHDRAWAL,247081.52,INR,2024-11-25 05:28:38,REF73660548072,L01115,L01761,UPI,Vendor payment,SRC008,0.97,EV02672,2024-07-09 22:14:33
TX000446,A01199,A00091,PAYMENT,607840.28,INR,2024-02-21 02:39:57,REF57074175172,L02353,L00309,RTGS,Cash deposit,SRC024,0.89,EV01055,2024-10-16 13:08:05
TX000447,A00677,A00093,CASH,352105.65,INR,2024-06-30 17:31:24,REF21133569271,L01132,L02321,NEFT,Vendor payment,SRC002,0.86,EV00423,2025-06-04 17:02:00
TX000448,A00264,A00273,CASH,192846.38,INR,2026-01-10 07:48:43,REF40176957864,L01996,L01534,IMPS,Service payment,SRC014,0.97,EV04989,2025-05-02 10:57:19
TX000449,A00372,A00728,CASH,481945.38,INR,2026-06-13 22:49:15,REF80712059134,L02352,L01335,CASH,Service payment,SRC017,0.83,EV01886,2026-05-20 13:50:23
TX000450,A00862,A00816,PAYMENT,661149.89,INR,2024-06-23 17:28:21,REF78050973209,L01681,L00484,NEFT,Vendor payment,SRC023,0.95,EV00013,2025-09-20 20:03:10
TX000451,A00875,A00183,WITHDRAWAL,39831.27,INR,2025-09-10 19:28:26,REF14495488092,L02164,L02107,ATM,Vendor payment,SRC021,0.84,EV01114,2024-06-19 08:11:23
TX000452,A00112,A00782,DEPOSIT,521232.36,INR,2025-05-19 05:33:19,REF64025080014,L01799,L02388,UPI,Refund,SRC008,0.87,EV01738,2026-03-08 18:12:32
TX000453,A01023,A00496,PAYMENT,36997.39,INR,2026-07-29 09:02:09,REF76068555801,L02374,L00583,RTGS,Service payment,SRC029,0.84,EV00776,2024-08-24 09:04:47
TX000454,A00179,A00836,TRANSFER,458047.85,INR,2024-04-29 09:52:32,REF60951847136,L00661,L02234,ATM,Refund,SRC022,0.88,EV00903,2024-10-08 17:43:48
TX000455,A01120,A00156,WITHDRAWAL,347147.87,INR,2025-05-26 21:36:30,REF13650108616,L00104,L00040,ATM,Invoice payment,SRC002,0.86,EV04184,2026-05-16 04:34:16
TX000456,A00257,A00622,DEPOSIT,519522.25,INR,2026-08-26 09:30:41,REF85282829530,L01092,L02161,NEFT,Invoice payment,SRC027,0.95,EV00976,2026-07-08 06:58:53
TX000457,A00536,A01249,TRANSFER,232675.84,INR,2025-07-05 05:57:22,REF21143641790,L01717,L02168,NEFT,Invoice payment,SRC008,0.94,EV00863,2026-05-29 20:19:02
TX000458,A01141,A00599,WITHDRAWAL,602058.86,INR,2026-02-19 23:45:15,REF85868190709,L01382,L00612,CASH,Invoice payment,SRC024,0.91,EV04768,2024-12-28 19:51:04
TX000459,A00504,A00020,CASH,506648.75,INR,2026-07-26 12:13:41,REF84348111530,L00354,L00167,NEFT,Cash deposit,SRC012,0.88,EV01793,2025-10-13 02:01:24
TX000460,A00667,A00380,TRANSFER,605927.81,INR,2024-04-03 04:03:12,REF24976761227,L00972,L02394,UPI,Cash deposit,SRC011,0.94,EV04702,2025-08-13 16:05:34
TX000461,A01097,A00997,CASH,474935.24,INR,2025-04-19 11:04:06,REF64719272349,L00192,L00138,RTGS,Cash deposit,SRC024,0.83,EV04668,2026-08-10 21:54:21
TX000462,A00219,A00009,WITHDRAWAL,48917.63,INR,2026-06-29 05:35:45,REF75612594646,L02242,L02010,RTGS,Service payment,SRC011,0.98,EV01036,2024-11-08 10:54:00
TX000463,A00212,A00518,DEPOSIT,709553.65,INR,2025-05-07 15:03:55,REF93205041205,L01996,L01665,IMPS,Vendor payment,SRC030,0.91,EV01969,2024-09-13 17:51:39
TX000464,A00838,A00412,TRANSFER,720616.31,INR,2026-07-15 08:33:17,REF92539911637,L01699,L00615,CASH,Cash deposit,SRC010,0.9,EV00999,2024-10-17 15:18:58
TX000465,A00672,A00729,DEPOSIT,50942.98,INR,2026-07-23 17:33:26,REF66505875339,L00882,L00033,CASH,Invoice payment,SRC020,0.9,EV04278,2024-08-05 20:03:46
TX000466,A00771,A01189,PAYMENT,135401.29,INR,2024-07-14 14:20:19,REF14039707258,L02119,L02138,UPI,Cash deposit,SRC016,0.83,EV04229,2026-05-08 16:55:28
TX000467,A00860,A00638,TRANSFER,196161.03,INR,2024-03-24 23:30:38,REF63340566519,L00332,L01510,CASH,Invoice payment,SRC023,0.91,EV01343,2024-04-16 08:10:53
TX000468,A00290,A00188,WITHDRAWAL,500324.79,INR,2025-03-02 10:36:13,REF65755656912,L01944,L01734,CASH,Cash deposit,SRC028,0.98,EV04803,2025-03-13 02:14:44
TX000469,A00939,A01300,TRANSFER,381163.23,INR,2025-09-21 09:14:49,REF58346823583,L01086,L01625,ATM,Cash deposit,SRC026,0.84,EV04761,2026-02-08 04:39:46
TX000470,A00688,A01081,DEPOSIT,621932.61,INR,2024-02-25 08:47:04,REF16697472763,L00926,L01681,IMPS,Service payment,SRC030,0.99,EV04010,2026-08-19 23:11:53
TX000471,A01151,A00398,TRANSFER,180768.57,INR,2024-03-03 03:26:09,REF84832754495,L00206,L02000,ATM,Personal transfer,SRC012,0.99,EV03541,2024-09-08 04:59:01
TX000472,A00233,A01095,DEPOSIT,528414.57,INR,2026-04-24 22:57:40,REF95435249201,L01731,L02241,IMPS,Vendor payment,SRC001,0.99,EV04776,2024-09-05 00:09:39
TX000473,A00113,A00920,DEPOSIT,614494.31,INR,2026-08-06 09:29:40,REF34177450847,L01475,L01728,NEFT,Service payment,SRC018,0.96,EV00160,2025-10-18 08:01:02
TX000474,A00158,A01084,DEPOSIT,568885.58,INR,2025-12-10 13:54:05,REF69677224231,L00449,L00266,CASH,Refund,SRC006,0.91,EV03738,2025-05-12 15:55:31
TX000475,A00069,A00841,DEPOSIT,616450.54,INR,2024-05-03 16:22:59,REF71062996760,L01484,L01855,ATM,Personal transfer,SRC028,0.93,EV00145,2024-07-09 01:02:01
TX000476,A00189,A00667,DEPOSIT,696025.82,INR,2025-10-19 14:06:42,REF49965730285,L00917,L02136,UPI,Vendor payment,SRC003,0.91,EV03338,2024-05-30 03:20:51
TX000477,A00332,A00467,DEPOSIT,128133.49,INR,2026-04-12 18:22:29,REF20450930346,L01219,L02447,NEFT,Personal transfer,SRC003,0.96,EV03113,2024-04-29 06:46:29
TX000478,A00455,A00060,PAYMENT,665824.17,INR,2024-06-11 09:29:35,REF86805508959,L02323,L01331,ATM,Cash deposit,SRC009,0.85,EV01647,2026-06-19 15:59:28
TX000479,A01179,A00863,CASH,637771.31,INR,2024-12-10 18:33:49,REF63987673625,L02001,L01252,ATM,Refund,SRC004,0.88,EV03099,2024-10-03 10:36:27
TX000480,A01215,A00254,DEPOSIT,80581.91,INR,2024-01-06 06:33:52,REF98055378502,L00514,L00112,UPI,Cash deposit,SRC020,0.88,EV04916,2025-06-29 05:57:27
TX000481,A00824,A01235,WITHDRAWAL,10544.27,INR,2024-09-20 06:26:20,REF69322373648,L00074,L01301,IMPS,Vendor payment,SRC022,0.98,EV02944,2025-08-22 04:10:28
TX000482,A00094,A00697,CASH,362747.74,INR,2024-11-18 23:18:20,REF66622511593,L00664,L00340,NEFT,Refund,SRC023,0.87,EV04020,2026-02-05 17:41:04
TX000483,A00820,A00055,PAYMENT,218601.85,INR,2024-02-24 13:15:30,REF65638839783,L01701,L02308,UPI,Personal transfer,SRC017,0.92,EV03725,2025-11-18 23:28:52
TX000484,A00699,A00207,PAYMENT,314059.99,INR,2025-01-28 09:06:28,REF29306645802,L01299,L00387,IMPS,Service payment,SRC026,0.86,EV01732,2024-01-29 20:48:38
TX000485,A00727,A00882,WITHDRAWAL,41070.08,INR,2025-05-25 12:53:54,REF20890571134,L00260,L00491,NEFT,Personal transfer,SRC003,0.94,EV01965,2025-08-03 06:34:29
TX000486,A00126,A01011,CASH,128485.17,INR,2026-01-30 00:51:53,REF63974382244,L00205,L01979,IMPS,Personal transfer,SRC014,0.87,EV03956,2025-12-10 15:09:31
TX000487,A01173,A00119,TRANSFER,185029.07,INR,2025-03-27 01:44:03,REF33353353634,L01474,L00735,NEFT,Invoice payment,SRC015,0.85,EV00109,2025-07-28 08:52:47
TX000488,A01271,A00657,WITHDRAWAL,55364.19,INR,2025-12-01 16:41:31,REF28490309833,L01676,L00483,CASH,Service payment,SRC019,0.89,EV01065,2024-06-11 17:16:49
TX000489,A00461,A01292,TRANSFER,536153.47,INR,2025-08-17 15:35:36,REF61587204287,L00901,L01312,RTGS,Vendor payment,SRC021,0.96,EV04626,2025-03-31 00:00:07
TX000490,A00502,A00420,DEPOSIT,158886.86,INR,2024-03-12 12:41:04,REF27888218512,L00798,L01492,NEFT,Vendor payment,SRC012,0.86,EV01995,2026-04-26 09:22:04
TX000491,A00636,A01199,TRANSFER,129679.88,INR,2024-05-29 07:29:53,REF92657991355,L00316,L01637,IMPS,Service payment,SRC028,0.94,EV01709,2025-12-17 05:51:46
TX000492,A00463,A00941,DEPOSIT,561343.9,INR,2025-03-29 05:36:30,REF54310349599,L02228,L01004,IMPS,Vendor payment,SRC013,0.92,EV04885,2025-09-28 13:05:29
TX000493,A00251,A00507,WITHDRAWAL,203913.22,INR,2026-02-08 11:39:51,REF79994548386,L01563,L00802,CASH,Vendor payment,SRC023,0.91,EV00214,2026-04-06 12:45:26
TX000494,A00379,A00400,DEPOSIT,456385.88,INR,2025-04-26 00:44:43,REF68033474038,L01098,L02465,NEFT,Service payment,SRC019,0.86,EV04898,2024-06-20 13:00:35
TX000495,A01177,A01020,TRANSFER,280900.13,INR,2025-12-27 04:13:38,REF61466571945,L02264,L00171,ATM,Personal transfer,SRC012,0.94,EV00424,2026-01-16 14:38:53
TX000496,A00138,A00555,TRANSFER,140425.9,INR,2024-10-25 23:08:12,REF40242765467,L00050,L00195,RTGS,Vendor payment,SRC021,0.96,EV02348,2025-05-15 18:26:54
TX000497,A00044,A00909,WITHDRAWAL,104282.15,INR,2026-08-01 01:08:45,REF66916815515,L02189,L01151,RTGS,Refund,SRC011,0.84,EV02259,2026-03-17 04:20:16
TX000498,A00452,A00412,CASH,53366.76,INR,2026-04-17 01:36:28,REF43024026721,L00690,L00398,UPI,Cash deposit,SRC007,0.84,EV02707,2024-12-01 09:17:42
TX000499,A00058,A00430,PAYMENT,314287.16,INR,2024-06-13 23:00:30,REF55657135250,L01989,L02012,CASH,Cash deposit,SRC003,0.96,EV02909,2026-04-01 15:31:28
TX000500,A00120,A00975,DEPOSIT,187387.78,INR,2025-10-02 22:44:28,REF11350524025,L01001,L00673,CASH,Vendor payment,SRC027,0.9,EV00363,2024-04-10 02:28:12
TX000501,A01031,A00941,TRANSFER,102757.4,INR,2026-03-29 15:51:02,REF65711082119,L01824,L01738,ATM,Personal transfer,SRC011,0.85,EV03403,2025-01-24 02:15:07
TX000502,A00775,A00081,PAYMENT,745797.48,INR,2026-05-08 04:13:43,REF90685271268,L00301,L02186,RTGS,Cash deposit,SRC024,0.9,EV00963,2025-09-20 09:50:03
TX000503,A01280,A00066,TRANSFER,360304.54,INR,2025-07-27 04:55:19,REF60383354562,L00220,L02370,RTGS,Service payment,SRC014,0.86,EV03300,2025-10-10 17:32:00
TX000504,A01091,A01255,PAYMENT,693799.09,INR,2025-12-25 16:51:39,REF44380156320,L00409,L01682,UPI,Refund,SRC018,0.9,EV02753,2024-09-09 17:35:50
TX000505,A00520,A01141,WITHDRAWAL,463395.0,INR,2026-04-30 10:36:26,REF24816454482,L00696,L00017,RTGS,Vendor payment,SRC012,0.97,EV01685,2025-09-23 23:03:58
TX000506,A01242,A00553,DEPOSIT,520301.82,INR,2025-06-29 02:44:01,REF14400496803,L02397,L00642,ATM,Vendor payment,SRC025,0.83,EV01793,2024-01-08 21:57:32
TX000507,A00260,A00483,DEPOSIT,13508.19,INR,2026-02-02 00:59:43,REF18268730812,L01650,L01599,RTGS,Refund,SRC009,0.95,EV01745,2024-04-30 06:23:08
TX000508,A00180,A01158,WITHDRAWAL,340848.14,INR,2025-12-15 03:51:09,REF65683208869,L02463,L01636,UPI,Personal transfer,SRC007,0.98,EV04408,2026-04-16 03:43:29
TX000509,A00136,A01245,TRANSFER,340076.19,INR,2025-10-04 17:10:00,REF60664947093,L00385,L02168,IMPS,Invoice payment,SRC021,0.87,EV04102,2025-01-07 14:48:33
TX000510,A00791,A00143,CASH,742439.49,INR,2025-08-29 15:26:37,REF90379844293,L02126,L01065,NEFT,Cash deposit,SRC020,0.86,EV04889,2024-06-27 18:47:05
TX000511,A00499,A00175,CASH,448692.98,INR,2024-12-22 15:08:41,REF40742194518,L01463,L02119,IMPS,Cash deposit,SRC023,0.9,EV01292,2026-01-20 00:21:25
TX000512,A00453,A01232,PAYMENT,204464.05,INR,2026-02-25 08:29:54,REF91588104841,L01002,L01824,CASH,Invoice payment,SRC015,0.87,EV01862,2025-01-06 13:37:34
TX000513,A00133,A01233,TRANSFER,738334.09,INR,2024-05-29 13:23:14,REF56661600034,L01572,L00882,NEFT,Invoice payment,SRC026,0.82,EV03966,2026-01-07 03:57:46
TX000514,A01169,A00649,TRANSFER,104035.44,INR,2025-02-06 09:36:50,REF86675194694,L01742,L01707,UPI,Vendor payment,SRC004,0.98,EV00324,2024-06-12 07:39:45
TX000515,A00246,A00619,PAYMENT,576961.97,INR,2024-10-30 19:53:41,REF14667906913,L02413,L02332,NEFT,Service payment,SRC014,0.94,EV01927,2025-01-17 23:34:15
TX000516,A01259,A00340,CASH,239585.97,INR,2025-07-22 13:16:49,REF84406198512,L01852,L02217,IMPS,Vendor payment,SRC026,0.9,EV01568,2024-09-18 05:20:57
TX000517,A00085,A00791,DEPOSIT,374658.97,INR,2026-04-14 13:05:09,REF10577361903,L00465,L00093,RTGS,Invoice payment,SRC003,0.83,EV00516,2025-09-20 22:57:54
TX000518,A01213,A01100,PAYMENT,556557.35,INR,2026-01-05 12:52:00,REF34354239134,L00872,L02073,ATM,Personal transfer,SRC012,0.99,EV04698,2026-06-07 02:15:27
TX000519,A00158,A00240,CASH,492492.99,INR,2024-08-22 05:35:18,REF87211570717,L01304,L02311,CASH,Personal transfer,SRC006,0.98,EV00687,2024-12-11 12:31:37
TX000520,A00907,A00048,WITHDRAWAL,71437.55,INR,2024-11-24 05:54:56,REF91414432322,L00523,L01176,RTGS,Personal transfer,SRC017,0.98,EV04446,2025-11-17 04:57:01
TX000521,A00466,A00881,DEPOSIT,37954.15,INR,2026-06-07 06:38:23,REF77385764229,L02245,L00811,NEFT,Cash deposit,SRC005,0.92,EV00013,2024-06-11 18:38:21
TX000522,A00028,A01058,CASH,597519.44,INR,2026-07-25 19:26:54,REF54978260139,L01871,L00816,IMPS,Vendor payment,SRC011,0.83,EV03287,2024-03-05 09:18:13
TX000523,A01077,A00341,TRANSFER,577844.37,INR,2026-05-30 10:16:18,REF54771456548,L01828,L01056,CASH,Service payment,SRC013,0.92,EV03611,2025-11-02 05:06:24
TX000524,A00375,A00245,WITHDRAWAL,372708.88,INR,2025-02-16 14:52:55,REF25384201445,L01810,L01498,NEFT,Cash deposit,SRC010,0.91,EV04059,2024-10-14 21:36:39
TX000525,A00750,A00957,CASH,413817.69,INR,2025-09-21 20:52:55,REF64686634395,L00018,L00874,UPI,Refund,SRC003,0.83,EV04012,2025-06-11 03:12:51
TX000526,A00726,A00384,CASH,174662.74,INR,2024-11-05 09:25:54,REF40998657767,L00339,L01944,RTGS,Invoice payment,SRC021,0.95,EV01317,2025-04-12 04:45:33
TX000527,A01277,A00574,DEPOSIT,656863.11,INR,2026-07-11 18:40:38,REF22871681931,L00918,L01168,RTGS,Refund,SRC009,0.9,EV00528,2026-04-27 21:13:29
TX000528,A00306,A00954,DEPOSIT,637318.74,INR,2025-11-20 13:33:06,REF63325457146,L02089,L02130,CASH,Refund,SRC016,0.97,EV03667,2026-08-18 21:19:15
TX000529,A00438,A00990,DEPOSIT,639489.43,INR,2024-09-13 15:23:00,REF99988295744,L02035,L01111,UPI,Cash deposit,SRC027,0.9,EV00520,2026-08-14 20:58:50
TX000530,A00179,A00471,PAYMENT,213252.75,INR,2024-04-23 17:53:28,REF44365073752,L01764,L00446,UPI,Vendor payment,SRC001,0.94,EV02265,2026-04-30 04:33:29
TX000531,A00928,A00475,DEPOSIT,341476.14,INR,2025-06-22 14:38:50,REF97947862121,L01626,L01010,RTGS,Personal transfer,SRC015,0.82,EV02875,2026-06-22 20:11:49
TX000532,A00878,A00264,TRANSFER,109135.96,INR,2026-07-24 05:30:26,REF51004880798,L00124,L01864,ATM,Service payment,SRC021,0.97,EV02076,2024-10-26 00:38:56
