communication_id,source_phone_id,target_phone_id,communication_type,timestamp,duration_seconds,cell_tower_source,cell_tower_target,communication_direction,message_id_hash,source_id,confidence_score,evidence_id,created_at
COM002087,PH03443,PH03450,EMAIL,2024-10-19 11:43:12,,TWR0194,TWR0375,INBOUND,MSG131300944,SRC021,0.86,EV00101,2024-11-04 05:01:57
COM002088,PH03327,PH02475,CALL,2025-05-10 23:41:30,1552,TWR0004,TWR0328,INBOUND,MSG566627246,SRC006,0.97,EV02288,2025-05-17 17:52:21
COM002089,PH00528,PH00782,CALL,2025-11-21 22:12:26,1233,TWR0159,TWR0081,OUTBOUND,MSG662952612,SRC007,0.96,EV02644,2026-06-25 11:54:01
COM002090,PH02028,PH03953,EMAIL,2026-01-24 20:20:14,,TWR0112,TWR0220,INBOUND,MSG205477099,SRC002,0.8,EV00266,2024-04-19 07:47:08
COM002091,PH02785,PH02715,SMS,2026-02-12 06:58:31,,TWR0019,TWR0054,INBOUND,MSG609236372,SRC005,0.83,EV03110,2024-09-29 19:20:49
COM002092,PH02191,PH01825,CALL,2024-06-27 19:48:21,1456,TWR0175,TWR0179,INBOUND,MSG710491332,SRC009,0.95,EV03496,2025-11-27 03:52:43
COM002093,PH01425,PH03308,CALL,2026-03-05 03:19:32,1360,TWR0281,TWR0003,OUTBOUND,MSG488496918,SRC021,0.99,EV00160,2025-04-06 16:03:08
COM002094,PH02895,PH00790,CALL,2025-05-11 14:22:35,399,TWR0252,TWR0248,INBOUND,MSG597178310,SRC024,0.8,EV02893,2024-06-01 00:17:07
COM002095,PH02701,PH00847,SMS,2025-01-07 13:15:08,,TWR0372,TWR0365,OUTBOUND,MSG918569620,SRC016,0.83,EV03073,2025-09-01 19:45:03
COM002096,PH01114,PH04468,SMS,2024-06-07 07:03:05,,TWR0400,TWR0010,OUTBOUND,MSG527888968,SRC003,0.99,EV04660,2025-06-10 01:08:11
COM002097,PH02228,PH03724,EMAIL,2025-04-03 10:16:54,,TWR0044,TWR0356,OUTBOUND,MSG546250249,SRC019,0.92,EV04150,2026-08-08 06:42:41
COM002098,PH03669,PH01932,CALL,2026-07-21 18:18:25,1535,TWR0326,TWR0230,INBOUND,MSG731812359,SRC002,0.99,EV04317,2025-10-19 06:42:25
COM002099,PH01105,PH02653,CALL,2024-12-17 02:19:42,142,TWR0241,TWR0302,INBOUND,MSG159335914,SRC015,0.93,EV03684,2026-07-17 22:23:08
COM002100,PH02717,PH03943,SMS,2024-05-24 14:44:34,,TWR0054,TWR0165,INBOUND,MSG965132190,SRC003,0.92,EV02427,2026-08-13 11:35:58
COM002101,PH03248,PH02645,CALL,2026-02-18 20:54:13,156,TWR0096,TWR0217,INBOUND,MSG334828302,SRC019,0.85,EV02559,2025-09-16 17:24:09
COM002102,PH04042,PH03465,SMS,2026-06-25 23:09:52,,TWR0333,TWR0148,INBOUND,MSG619701164,SRC029,0.88,EV02149,2025-01-10 01:37:29
COM002103,PH02581,PH04344,SMS,2024-08-07 16:49:22,,TWR0108,TWR0280,OUTBOUND,MSG124188191,SRC018,0.89,EV02811,2024-06-04 16:38:34
COM002104,PH02890,PH00091,EMAIL,2024-06-28 08:34:37,,TWR0049,TWR0390,INBOUND,MSG954138528,SRC012,0.97,EV04895,2024-12-26 12:39:28
COM002105,PH01254,PH04001,SMS,2025-02-16 12:04:19,,TWR0026,TWR0270,OUTBOUND,MSG357106737,SRC012,0.89,EV02062,2024-06-19 01:34:31
COM002106,PH03017,PH00330,CALL,2025-04-23 12:20:52,1138,TWR0042,TWR0131,OUTBOUND,MSG747002043,SRC020,0.96,EV03275,2026-07-09 20:15:54
COM002107,PH00422,PH02886,CALL,2025-02-26 20:36:04,1628,TWR0111,TWR0113,OUTBOUND,MSG281637440,SRC002,0.83,EV03900,2026-07-12 19:02:38
COM002108,PH01572,PH01845,CALL,2024-12-20 00:17:19,1576,TWR0297,TWR0022,INBOUND,MSG288295830,SRC023,0.9,EV03939,2025-01-20 23:01:32
COM002109,PH02604,PH01016,EMAIL,2024-03-01 02:06:11,,TWR0073,TWR0296,INBOUND,MSG540166456,SRC030,0.88,EV03029,2026-05-16 00:49:24
COM002110,PH01050,PH00273,EMAIL,2025-06-15 20:05:02,,TWR0156,TWR0295,INBOUND,MSG383498590,SRC006,0.93,EV01953,2024-02-25 06:32:32
COM002111,PH00064,PH00295,SMS,2025-09-27 08:59:26,,TWR0268,TWR0069,INBOUND,MSG545333691,SRC002,0.82,EV00028,2026-02-23 12:04:14
COM002112,PH02465,PH02422,CALL,2025-06-17 10:56:56,1082,TWR0236,TWR0178,INBOUND,MSG753709770,SRC030,0.86,EV03864,2026-04-10 10:39:28
COM002113,PH02513,PH04132,EMAIL,2025-11-22 19:16:41,,TWR0037,TWR0077,OUTBOUND,MSG824988560,SRC016,0.83,EV00002,2024-11-07 09:53:45
COM002114,PH00681,PH00090,SMS,2024-03-05 05:22:16,,TWR0016,TWR0324,OUTBOUND,MSG285995522,SRC009,0.83,EV01702,2025-01-21 17:33:45
COM002115,PH00441,PH03126,EMAIL,2026-07-04 06:58:38,,TWR0196,TWR0274,OUTBOUND,MSG408224652,SRC002,0.94,EV02260,2025-01-13 05:37:28
COM002116,PH00230,PH01119,CALL,2024-11-11 11:28:42,1656,TWR0155,TWR0303,INBOUND,MSG398767100,SRC008,0.89,EV01839,2025-05-12 17:54:34
COM002117,PH02752,PH04443,SMS,2025-07-30 22:34:29,,TWR0220,TWR0382,OUTBOUND,MSG542036529,SRC027,0.96,EV02723,2026-06-09 17:54:16
COM002118,PH02611,PH03674,SMS,2025-12-08 12:02:14,,TWR0258,TWR0179,INBOUND,MSG883278102,SRC027,0.89,EV00121,2024-10-27 10:30:10
COM002119,PH01671,PH01410,SMS,2024-05-19 11:40:46,,TWR0206,TWR0218,INBOUND,MSG353657785,SRC026,0.98,EV02756,2026-07-26 22:16:01
COM002120,PH03823,PH04447,SMS,2024-07-10 21:03:20,,TWR0049,TWR0188,OUTBOUND,MSG922021189,SRC028,0.86,EV00568,2024-10-24 05:25:33
COM002121,PH03996,PH04496,CALL,2024-12-03 10:31:56,1489,TWR0325,TWR0358,INBOUND,MSG860093013,SRC022,0.82,EV01685,2025-12-29 03:17:29
COM002122,PH00371,PH03859,CALL,2024-07-12 04:13:08,1301,TWR0144,TWR0085,INBOUND,MSG257888020,SRC027,0.9,EV04944,2024-07-10 09:16:15
COM002123,PH00548,PH00521,SMS,2025-10-17 20:56:26,,TWR0222,TWR0083,OUTBOUND,MSG268785786,SRC017,0.88,EV01927,2025-06-02 10:33:49
COM002124,PH01726,PH02086,CALL,2025-05-12 13:22:56,1122,TWR0270,TWR0244,INBOUND,MSG706554993,SRC008,0.88,EV01138,2026-07-21 16:21:24
COM002125,PH00182,PH02403,EMAIL,2024-05-11 06:27:23,,TWR0231,TWR0206,INBOUND,MSG972222417,SRC008,0.96,EV03897,2024-11-03 04:02:17
COM002126,PH04494,PH01602,CALL,2024-02-15 18:57:48,158,TWR0253,TWR0195,OUTBOUND,MSG799324069,SRC008,0.96,EV03024,2025-12-16 14:45:27
COM002127,PH00582,PH03658,CALL,2024-06-28 16:21:42,1281,TWR0087,TWR0205,OUTBOUND,MSG195590006,SRC009,0.99,EV01590,2024-01-04 06:33:10
COM002128,PH04232,PH03860,EMAIL,2025-12-16 14:03:17,,TWR0270,TWR0211,INBOUND,MSG205016627,SRC011,0.91,EV01450,2025-08-08 21:29:16
COM002129,PH02244,PH00541,SMS,2024-01-05 05:19:39,,TWR0078,TWR0196,OUTBOUND,MSG745643076,SRC007,0.9,EV01479,2025-03-08 10:45:46
COM002130,PH04113,PH04236,CALL,2024-03-26 07:31:42,1341,TWR0099,TWR0283,OUTBOUND,MSG717554534,SRC001,0.9,EV00665,2026-04-09 07:50:07
COM002131,PH00014,PH03844,EMAIL,2025-01-31 21:05:40,,TWR0338,TWR0077,OUTBOUND,MSG335209191,SRC005,0.82,EV04994,2024-09-10 08:08:55
COM002132,PH02428,PH00084,CALL,2026-04-10 16:17:10,258,TWR0228,TWR0171,OUTBOUND,MSG983005336,SRC007,0.87,EV01289,2026-02-09 05:32:36
COM002133,PH03415,PH03430,CALL,2024-08-27 06:45:01,1088,TWR0099,TWR0096,OUTBOUND,MSG979735331,SRC028,0.97,EV03227,2026-08-24 10:44:10
COM002134,PH03612,PH01116,EMAIL,2024-12-17 01:02:45,,TWR0174,TWR0255,OUTBOUND,MSG113964503,SRC026,0.95,EV01060,2024-08-26 04:55:13
COM002135,PH01468,PH01778,SMS,2025-10-03 16:57:41,,TWR0219,TWR0084,OUTBOUND,MSG399380712,SRC019,0.83,EV01544,2025-11-09 22:55:12
COM002136,PH03315,PH03739,SMS,2024-12-22 05:31:24,,TWR0302,TWR0258,OUTBOUND,MSG875556520,SRC013,0.84,EV04278,2025-09-07 20:37:26
COM002137,PH03990,PH00609,SMS,2024-12-14 14:57:26,,TWR0289,TWR0248,INBOUND,MSG539616665,SRC016,0.85,EV04648,2025-01-12 17:35:07
COM002138,PH03402,PH04321,CALL,2024-06-25 07:55:52,247,TWR0262,TWR0395,INBOUND,MSG779884673,SRC024,0.96,EV03590,2025-05-02 16:28:38
COM002139,PH01101,PH03470,EMAIL,2025-01-09 16:22:57,,TWR0363,TWR0244,OUTBOUND,MSG101574423,SRC027,0.9,EV00109,2026-03-13 04:46:46
COM002140,PH01595,PH00219,SMS,2024-06-18 03:43:51,,TWR0003,TWR0215,OUTBOUND,MSG391407032,SRC021,0.98,EV03372,2024-04-08 10:18:51
COM002141,PH01843,PH00647,CALL,2025-03-16 01:30:06,759,TWR0244,TWR0317,OUTBOUND,MSG387216121,SRC023,0.85,EV04306,2025-06-19 15:51:15
COM002142,PH03775,PH01809,CALL,2025-03-04 07:52:54,1044,TWR0125,TWR0066,INBOUND,MSG968602527,SRC009,0.84,EV00062,2025-12-08 00:40:50
COM002143,PH03422,PH04161,EMAIL,2024-12-16 05:35:49,,TWR0288,TWR0029,OUTBOUND,MSG958467615,SRC006,0.88,EV03599,2025-09-25 10:51:11
COM002144,PH01715,PH00437,EMAIL,2025-07-31 02:23:24,,TWR0033,TWR0182,INBOUND,MSG648779821,SRC010,0.98,EV01583,2026-04-29 11:41:28
COM002145,PH01113,PH00090,CALL,2024-10-27 15:29:08,1528,TWR0317,TWR0125,INBOUND,MSG834067552,SRC017,0.93,EV04073,2026-04-05 07:58:29
COM002146,PH03887,PH00105,EMAIL,2025-06-07 20:52:45,,TWR0063,TWR0105,OUTBOUND,MSG499746661,SRC005,0.85,EV00107,2024-12-30 23:18:09
COM002147,PH01463,PH00407,SMS,2024-08-22 00:37:36,,TWR0335,TWR0373,INBOUND,MSG576836548,SRC009,0.98,EV04569,2025-11-25 00:35:46
COM002148,PH02784,PH01028,EMAIL,2026-05-01 13:27:01,,TWR0010,TWR0041,OUTBOUND,MSG224276557,SRC026,0.87,EV03975,2024-02-29 12:14:51
COM002149,PH03654,PH02602,EMAIL,2025-10-17 00:54:58,,TWR0229,TWR0093,OUTBOUND,MSG435114247,SRC005,0.96,EV03426,2024-11-20 23:53:09
COM002150,PH03637,PH04045,EMAIL,2024-04-16 14:50:17,,TWR0379,TWR0197,INBOUND,MSG352312356,SRC016,0.92,EV01722,2026-05-09 12:42:57
COM002151,PH02488,PH02400,SMS,2026-04-01 09:42:00,,TWR0036,TWR0399,INBOUND,MSG384908537,SRC019,0.84,EV04666,2025-02-13 19:38:34
COM002152,PH02341,PH00814,SMS,2025-06-08 10:58:21,,TWR0233,TWR0004,OUTBOUND,MSG298713005,SRC022,0.91,EV03177,2025-07-28 08:53:50
COM002153,PH02811,PH03221,EMAIL,2026-03-10 01:10:38,,TWR0397,TWR0343,INBOUND,MSG933314903,SRC022,0.98,EV00173,2024-03-19 20:48:52
COM002154,PH01892,PH04185,EMAIL,2024-10-24 18:39:20,,TWR0046,TWR0099,INBOUND,MSG901712904,SRC021,0.85,EV00227,2026-06-27 16:08:41
COM002155,PH02781,PH02212,SMS,2025-01-24 03:23:03,,TWR0283,TWR0129,INBOUND,MSG292553456,SRC026,0.88,EV01915,2024-09-22 12:27:00
COM002156,PH02672,PH01761,CALL,2025-11-26 22:40:28,619,TWR0399,TWR0101,INBOUND,MSG990683207,SRC021,0.98,EV01991,2025-10-10 04:19:31
COM002157,PH03105,PH00026,EMAIL,2026-04-09 05:57:27,,TWR0295,TWR0315,INBOUND,MSG854050548,SRC011,0.89,EV04360,2025-02-16 14:36:15
COM002158,PH02705,PH00597,CALL,2024-11-18 01:22:55,1497,TWR0315,TWR0140,OUTBOUND,MSG797197102,SRC027,0.97,EV02504,2025-02-20 12:43:42
COM002159,PH00521,PH04297,EMAIL,2026-08-03 22:34:21,,TWR0345,TWR0084,INBOUND,MSG846625712,SRC011,0.87,EV02107,2026-01-16 17:19:13
COM002160,PH04008,PH01685,CALL,2025-06-13 03:22:44,386,TWR0243,TWR0345,INBOUND,MSG958839386,SRC009,0.97,EV01702,2024-10-31 12:03:41
COM002161,PH03472,PH01804,SMS,2024-01-29 22:31:31,,TWR0145,TWR0242,OUTBOUND,MSG510473595,SRC004,0.87,EV03154,2026-07-08 07:35:14
COM002162,PH02288,PH04004,SMS,2024-03-07 13:59:12,,TWR0124,TWR0162,OUTBOUND,MSG251422503,SRC016,0.92,EV00774,2026-01-22 17:52:29
COM002163,PH04415,PH01450,CALL,2024-11-23 01:37:40,1046,TWR0249,TWR0399,INBOUND,MSG327251388,SRC014,0.81,EV01284,2025-10-23 17:27:12
COM002164,PH00432,PH04449,CALL,2026-06-12 12:05:24,1590,TWR0375,TWR0212,OUTBOUND,MSG890508187,SRC007,0.88,EV02168,2024-06-07 19:12:31
COM002165,PH00120,PH02132,SMS,2024-12-06 19:04:57,,TWR0261,TWR0251,INBOUND,MSG797433055,SRC015,0.86,EV03983,2024-02-03 20:01:03
COM002166,PH03844,PH03048,EMAIL,2025-09-16 00:02:43,,TWR0074,TWR0400,INBOUND,MSG193658841,SRC025,0.85,EV00963,2026-06-23 18:21:21
COM002167,PH03532,PH00397,EMAIL,2026-07-04 14:42:31,,TWR0189,TWR0073,INBOUND,MSG103115001,SRC029,0.99,EV04945,2024-06-26 04:53:07
COM002168,PH03485,PH00998,EMAIL,2024-10-02 13:45:01,,TWR0383,TWR0074,INBOUND,MSG771262241,SRC015,0.98,EV01157,2025-12-16 05:11:19
COM002169,PH01189,PH03386,EMAIL,2024-10-11 20:55:02,,TWR0026,TWR0337,INBOUND,MSG552804821,SRC024,0.95,EV03754,2024-06-01 12:05:51
COM002170,PH03801,PH00800,CALL,2025-06-11 23:54:54,129,TWR0029,TWR0013,OUTBOUND,MSG468539938,SRC012,0.85,EV02580,2024-09-24 19:05:19
COM002171,PH04062,PH01642,CALL,2026-08-21 08:12:43,484,TWR0154,TWR0388,OUTBOUND,MSG130753538,SRC005,0.89,EV04455,2025-04-05 03:20:25
COM002172,PH03525,PH04223,CALL,2025-06-13 08:43:50,1725,TWR0012,TWR0076,INBOUND,MSG616704355,SRC001,0.89,EV02239,2024-05-14 14:22:10
COM002173,PH03339,PH01149,SMS,2025-02-08 22:27:51,,TWR0363,TWR0126,INBOUND,MSG771888801,SRC021,0.81,EV01163,2025-02-25 10:24:15
COM002174,PH00621,PH00860,SMS,2024-07-18 15:18:41,,TWR0201,TWR0239,INBOUND,MSG256731256,SRC023,0.98,EV01094,2024-06-01 10:43:19
COM002175,PH00391,PH00217,SMS,2025-03-31 14:41:36,,TWR0233,TWR0041,OUTBOUND,MSG837831651,SRC003,0.95,EV03538,2024-02-08 01:13:18
COM002176,PH03609,PH00989,SMS,2025-07-25 03:18:00,,TWR0079,TWR0343,INBOUND,MSG979424839,SRC027,0.93,EV01187,2025-08-18 08:15:14
COM002177,PH01789,PH01620,CALL,2024-02-28 04:33:24,991,TWR0081,TWR0149,OUTBOUND,MSG327814569,SRC008,0.9,EV01291,2025-05-30 15:35:39
COM002178,PH00197,PH01499,CALL,2025-12-16 01:03:00,125,TWR0183,TWR0266,OUTBOUND,MSG567663652,SRC010,0.94,EV04130,2024-12-01 13:35:06
COM002179,PH02124,PH02148,CALL,2026-06-02 18:40:16,1137,TWR0386,TWR0003,OUTBOUND,MSG112628412,SRC019,0.92,EV04990,2025-02-21 04:45:57
COM002180,PH00546,PH04341,CALL,2025-02-20 21:28:03,665,TWR0382,TWR0060,INBOUND,MSG601184949,SRC004,0.92,EV01237,2025-02-07 13:20:44
COM002181,PH01685,PH01258,EMAIL,2026-03-17 13:28:04,,TWR0360,TWR0268,INBOUND,MSG225787673,SRC006,0.99,EV04748,2025-10-07 03:13:58
COM002182,PH02152,PH01005,EMAIL,2025-01-31 13:01:35,,TWR0231,TWR0017,INBOUND,MSG253137117,SRC019,0.81,EV04792,2026-06-01 00:08:21
COM002183,PH00324,PH03166,EMAIL,2024-05-18 11:48:55,,TWR0052,TWR0325,INBOUND,MSG893303723,SRC025,0.89,EV01153,2025-10-11 14:37:56
COM002184,PH02019,PH00787,SMS,2025-02-18 23:06:39,,TWR0137,TWR0222,OUTBOUND,MSG666850656,SRC019,0.9,EV03785,2026-01-02 08:12:02
COM002185,PH03984,PH02101,EMAIL,2025-10-10 14:06:04,,TWR0261,TWR0320,INBOUND,MSG767255721,SRC020,0.94,EV03450,2026-01-08 19:39:52
COM002186,PH04018,PH00279,CALL,2025-11-10 22:48:52,499,TWR0313,TWR0240,OUTBOUND,MSG108494635,SRC007,0.85,EV04655,2025-07-12 13:07:10
COM002187,PH03252,PH03233,CALL,2025-06-22 22:10:37,1515,TWR0351,TWR0344,OUTBOUND,MSG908916704,SRC025,0.81,EV01337,2026-02-03 21:09:09
COM002188,PH03628,PH00853,CALL,2024-11-16 18:11:42,1777,TWR0126,TWR0061,OUTBOUND,MSG537999159,SRC020,0.83,EV02551,2025-12-19 11:44:06
COM002189,PH03570,PH02109,EMAIL,2026-01-01 22:39:24,,TWR0362,TWR0238,OUTBOUND,MSG812204499,SRC007,0.97,EV01080,2026-06-03 09:27:33
COM002190,PH02348,PH01936,SMS,2026-06-22 09:26:14,,TWR0338,TWR0307,OUTBOUND,MSG727582185,SRC028,0.96,EV02016,2025-08-01 00:45:27
COM002191,PH00340,PH01198,EMAIL,2025-01-30 08:13:16,,TWR0089,TWR0233,INBOUND,MSG788623063,SRC001,0.99,EV01896,2025-04-01 03:45:17
COM002192,PH02414,PH04282,SMS,2025-10-09 23:51:47,,TWR0277,TWR0161,INBOUND,MSG418352768,SRC001,0.81,EV00961,2025-03-15 10:22:48
COM002193,PH01616,PH00739,EMAIL,2024-04-06 19:07:57,,TWR0190,TWR0135,INBOUND,MSG465471157,SRC013,0.86,EV04205,2026-01-02 16:06:08
COM002194,PH03564,PH01829,SMS,2025-08-30 07:31:23,,TWR0304,TWR0002,INBOUND,MSG464302718,SRC027,0.9,EV00772,2026-04-01 23:45:16
COM002195,PH03361,PH01319,CALL,2025-04-04 12:28:14,889,TWR0249,TWR0086,OUTBOUND,MSG135568137,SRC029,0.82,EV02076,2025-03-14 13:41:48
COM002196,PH01264,PH00939,EMAIL,2024-02-02 15:05:57,,TWR0005,TWR0275,INBOUND,MSG340839113,SRC015,0.91,EV01876,2026-08-10 20:02:11
COM002197,PH02810,PH02242,EMAIL,2026-08-20 15:41:24,,TWR0328,TWR0224,OUTBOUND,MSG742541685,SRC022,0.91,EV02300,2026-08-30 09:48:05
COM002198,PH01925,PH02033,EMAIL,2025-07-11 02:45:03,,TWR0210,TWR0285,INBOUND,MSG448527187,SRC026,0.9,EV01033,2026-02-18 03:23:23
COM002199,PH00494,PH00710,SMS,2024-05-08 21:05:07,,TWR0265,TWR0074,OUTBOUND,MSG429005398,SRC015,0.84,EV00330,2026-05-28 12:50:57
COM002200,PH03058,PH03269,CALL,2024-11-20 10:05:11,1072,TWR0400,TWR0191,OUTBOUND,MSG239860474,SRC023,0.84,EV04619,2026-06-30 12:12:38
COM002201,PH00489,PH00450,EMAIL,2024-08-22 03:27:40,,TWR0068,TWR0221,OUTBOUND,MSG345770840,SRC022,0.8,EV04250,2026-07-24 15:57:57
COM002202,PH03497,PH01646,CALL,2024-03-20 20:13:10,324,TWR0139,TWR0266,OUTBOUND,MSG242827661,SRC013,0.83,EV04334,2025-06-15 05:09:05
COM002203,PH01294,PH04087,EMAIL,2026-02-23 20:00:14,,TWR0173,TWR0221,OUTBOUND,MSG926010649,SRC013,0.95,EV04052,2024-10-06 05:55:22
COM002204,PH01117,PH04241,CALL,2026-06-23 22:23:54,970,TWR0277,TWR0223,INBOUND,MSG276566182,SRC005,0.98,EV02462,2025-10-20 20:34:40
COM002205,PH03428,PH02075,EMAIL,2026-05-20 02:17:24,,TWR0123,TWR0245,OUTBOUND,MSG608469880,SRC022,0.87,EV01751,2024-03-21 18:32:47
COM002206,PH00683,PH01424,SMS,2024-12-30 22:13:51,,TWR0367,TWR0105,INBOUND,MSG843090737,SRC006,0.97,EV04240,2025-05-17 00:19:02
COM002207,PH00598,PH02866,CALL,2024-06-21 11:45:02,833,TWR0112,TWR0154,OUTBOUND,MSG855956068,SRC018,0.82,EV01047,2025-08-09 16:29:45
COM002208,PH02194,PH00715,EMAIL,2026-03-05 22:52:13,,TWR0157,TWR0078,OUTBOUND,MSG810906864,SRC027,0.8,EV01393,2025-03-11 05:05:36
COM002209,PH03759,PH02811,EMAIL,2026-03-11 06:13:51,,TWR0090,TWR0228,OUTBOUND,MSG790889178,SRC001,0.81,EV03937,2025-01-01 19:25:05
COM002210,PH03876,PH00712,CALL,2026-08-30 02:17:14,71,TWR0164,TWR0314,INBOUND,MSG659610847,SRC016,0.91,EV04420,2025-08-24 00:37:10
COM002211,PH01060,PH01714,EMAIL,2025-03-25 02:36:29,,TWR0193,TWR0390,INBOUND,MSG231970766,SRC013,0.94,EV03190,2025-02-20 06:18:56
COM002212,PH00443,PH01915,SMS,2025-09-14 04:54:20,,TWR0167,TWR0153,OUTBOUND,MSG184373789,SRC028,0.89,EV04882,2024-07-12 04:08:29
COM002213,PH04384,PH02643,CALL,2026-08-27 18:58:19,1226,TWR0069,TWR0387,INBOUND,MSG167676651,SRC012,0.88,EV00873,2026-01-17 18:26:19
COM002214,PH03983,PH01532,CALL,2025-09-30 18:35:02,1029,TWR0310,TWR0259,OUTBOUND,MSG441420849,SRC012,0.84,EV02602,2024-03-10 08:10:56
COM002215,PH03030,PH01350,CALL,2026-08-23 14:46:15,460,TWR0239,TWR0216,INBOUND,MSG481561447,SRC025,0.81,EV04076,2026-07-08 17:39:32
COM002216,PH00552,PH00603,EMAIL,2025-02-18 04:21:23,,TWR0185,TWR0057,INBOUND,MSG570320754,SRC010,0.94,EV01047,2026-04-24 07:33:34
COM002217,PH04353,PH03758,CALL,2024-09-17 00:06:47,1367,TWR0074,TWR0277,INBOUND,MSG412642740,SRC028,0.86,EV00878,2026-07-18 01:40:13
COM002218,PH01119,PH02449,SMS,2025-09-09 15:02:11,,TWR0059,TWR0323,OUTBOUND,MSG762047602,SRC007,0.81,EV04785,2026-01-16 22:08:33
COM002219,PH00774,PH03468,SMS,2024-05-14 19:03:34,,TWR0356,TWR0169,INBOUND,MSG284183717,SRC025,0.9,EV01515,2025-06-16 17:55:36
COM002220,PH00302,PH02928,EMAIL,2024-10-19 10:37:55,,TWR0256,TWR0102,INBOUND,MSG861143618,SRC025,0.91,EV04693,2025-11-26 04:25:19
COM002221,PH03274,PH03319,SMS,2026-07-21 04:26:47,,TWR0147,TWR0173,INBOUND,MSG546658519,SRC027,0.92,EV04093,2026-02-08 07:45:57
COM002222,PH03522,PH03857,SMS,2025-03-17 02:56:39,,TWR0141,TWR0391,OUTBOUND,MSG225603529,SRC028,0.91,EV02242,2025-06-12 23:01:10
COM002223,PH03422,PH02753,CALL,2024-05-28 07:48:26,1227,TWR0145,TWR0221,INBOUND,MSG337234209,SRC007,0.84,EV03825,2026-06-15 11:24:42
COM002224,PH01384,PH02517,SMS,2025-06-05 05:14:09,,TWR0366,TWR0386,INBOUND,MSG844307036,SRC008,0.97,EV01375,2026-05-01 01:21:38
COM002225,PH03105,PH01037,CALL,2025-04-16 18:51:18,317,TWR0314,TWR0047,INBOUND,MSG183823010,SRC003,0.81,EV04645,2024-08-18 21:31:17
COM002226,PH03208,PH02342,SMS,2025-09-20 04:58:17,,TWR0140,TWR0177,INBOUND,MSG349493167,SRC014,0.88,EV04109,2025-03-11 19:40:57
COM002227,PH01399,PH01013,EMAIL,2026-07-12 13:17:16,,TWR0248,TWR0053,OUTBOUND,MSG458322348,SRC011,0.99,EV01418,2024-02-13 02:59:21
COM002228,PH03245,PH04461,CALL,2025-06-28 02:46:58,1385,TWR0045,TWR0353,OUTBOUND,MSG754926699,SRC028,0.86,EV03339,2025-03-04 17:25:41
COM002229,PH01813,PH00403,CALL,2026-06-27 20:46:05,1026,TWR0236,TWR0160,OUTBOUND,MSG867245220,SRC003,0.96,EV03029,2024-07-21 14:33:01
COM002230,PH01251,PH00644,CALL,2024-05-04 17:35:07,837,TWR0340,TWR0193,INBOUND,MSG641410175,SRC010,0.97,EV00646,2024-12-08 02:11:26
COM002231,PH03471,PH02738,EMAIL,2025-02-22 03:20:43,,TWR0364,TWR0117,INBOUND,MSG934783527,SRC025,0.92,EV04780,2024-05-12 07:46:57
COM002232,PH02026,PH02777,EMAIL,2024-06-14 20:04:23,,TWR0074,TWR0389,OUTBOUND,MSG111168056,SRC028,0.88,EV02194,2025-05-31 04:21:31
COM002233,PH00597,PH01771,CALL,2026-05-19 12:02:08,1299,TWR0380,TWR0211,INBOUND,MSG385883352,SRC007,0.92,EV02144,2026-04-19 08:43:08
COM002234,PH00631,PH02126,CALL,2026-08-01 18:49:36,814,TWR0313,TWR0124,INBOUND,MSG676059738,SRC009,0.96,EV00440,2026-07-17 02:01:48
COM002235,PH02362,PH03730,EMAIL,2025-09-27 22:59:26,,TWR0319,TWR0274,OUTBOUND,MSG711713888,SRC006,0.83,EV01764,2024-12-12 13:33:53
COM002236,PH00782,PH01420,EMAIL,2024-08-12 23:03:26,,TWR0115,TWR0325,OUTBOUND,MSG236409628,SRC026,0.93,EV00780,2026-06-13 23:38:34
COM002237,PH03514,PH03597,EMAIL,2024-06-10 16:56:17,,TWR0251,TWR0349,OUTBOUND,MSG901405978,SRC008,0.83,EV03447,2024-02-16 23:56:51
COM002238,PH02882,PH00447,EMAIL,2026-03-28 03:12:20,,TWR0170,TWR0399,INBOUND,MSG308528837,SRC006,0.91,EV00858,2026-05-16 15:47:24
COM002239,PH03678,PH04224,SMS,2024-03-07 07:48:09,,TWR0100,TWR0097,OUTBOUND,MSG841334716,SRC026,0.93,EV04876,2026-06-13 17:47:21
COM002240,PH01925,PH00086,SMS,2024-04-29 01:06:08,,TWR0100,TWR0084,OUTBOUND,MSG692725855,SRC021,0.97,EV01969,2025-08-02 11:26:36
COM002241,PH00603,PH03423,EMAIL,2024-11-19 17:53:15,,TWR0295,TWR0116,INBOUND,MSG634069550,SRC023,0.8,EV01139,2024-10-25 09:17:59
COM002242,PH03523,PH00053,SMS,2025-07-04 20:24:39,,TWR0075,TWR0137,OUTBOUND,MSG622066742,SRC013,0.94,EV02111,2024-03-13 16:07:42
COM002243,PH00958,PH01393,SMS,2026-02-21 06:58:14,,TWR0250,TWR0081,OUTBOUND,MSG169062119,SRC002,0.97,EV01110,2025-10-21 04:41:56
COM002244,PH01631,PH03857,CALL,2026-07-27 21:57:19,848,TWR0022,TWR0030,OUTBOUND,MSG256386013,SRC010,0.88,EV01322,2026-04-09 00:38:38
COM002245,PH02080,PH03838,EMAIL,2024-05-22 18:00:20,,TWR0070,TWR0304,INBOUND,MSG636771760,SRC018,0.92,EV01241,2026-04-03 20:36:08
