account_id,in_deg,out_deg,in_volume,out_volume,egonet_nodes,egonet_edges,pagerank,community,expected_edges,oddball_score,ego_shape,shape_norm_score,total_volume,total_deg,volume_per_tx
A00001,8,5,3005765.3699999996,1501120.13,13,1,1.2585296967623074,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4506885.5,13,346683.5
A00011,8,6,2898481.3899999997,2431711.89,13,1,1.3734597230419274,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5330193.279999999,14,380728.0914285714
A01208,8,5,2443716.83,2149915.42,13,1,1.2981489234943668,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4593632.25,13,353356.32692307694
A00113,6,7,1885080.22,3129192.0300000003,13,1,1.4685713313944937,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5014272.25,13,385713.25
A00093,7,6,3181083.9599999995,2216880.55,13,1,1.1409431457077477,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5397964.51,13,415228.0392307692
A00336,5,8,1420044.35,2960204.68,13,1,0.9012819314185634,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4380249.03,13,336942.2330769231
A00182,8,5,3059733.21,1964955.4699999995,13,1,0.9695016633230652,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5024688.68,13,386514.5138461538
A00249,5,8,1823327.36,3009764.81,13,1,0.9995488216944368,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4833092.17,13,371776.3207692308
A01206,4,9,1863869.15,3014958.09,13,1,0.9945457974694664,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4878827.24,13,375294.4030769231
A00080,7,6,2318969.35,2288028.84,13,1,1.104260850243433,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4606998.1899999995,13,354384.47615384613
A01244,5,8,2268848.22,2037493.27,13,1,0.9668862804155426,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4306341.49,13,331257.0376923077
A01294,8,5,3093152.66,817011.29,13,1,1.5338908876498616,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3910163.95,13,300781.84230769234
A00106,9,4,4317307.890000001,2159915.3600000003,13,1,1.7489821876809792,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,6477223.250000001,13,498247.94230769237
A00301,6,7,3154680.96,2654093.7,13,1,1.3504402988000892,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5808774.66,13,446828.82
A00213,5,8,1447778.5,2890401.82,13,1,0.6378792385232425,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4338180.32,13,333706.1784615385
A00324,9,4,2140904.84,1006026.26,13,1,1.4280830502200548,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3146931.0999999996,13,242071.62307692305
A01205,6,7,3186885.85,2872563.17,13,1,1.063894472896333,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,6059449.02,13,466111.46307692304
A00069,14,17,1217291.76,3430442.14,13,1,1.722168081158332,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4647733.9,31,149926.90000000002
A00834,5,2,2456273.16,672357.74,7,2,1.4570290558225376,,1.0079964321715564,0.5938316890621104,NEAR_CLIQUE,0.2579347896995064,3128630.9000000004,7,446947.2714285715
A00314,3,4,884027.48,1727969.9300000002,7,2,0.6260541840377347,,1.0079964321715564,0.5938316890621104,NEAR_CLIQUE,0.2579347896995064,2611997.41,7,373142.48714285716
A00013,17,6,1803714.1,2127223.1199999996,23,3,2.6126619872651333,,1.7770443332913797,0.5856873601482991,NEAR_CLIQUE,0.23869934906343132,3930937.2199999997,23,170910.31391304347
A00592,7,1,2791983.25,206903.1,8,2,1.6787514813333315,,1.0742354324824788,0.5298711682311406,NEAR_CLIQUE,0.1068715388759554,2998886.35,8,374860.79375
A01280,2,6,676159.39,1641488.6900000002,8,2,0.4043763365805512,,1.0742354324824788,0.5298711682311406,NEAR_CLIQUE,0.1068715388759554,2317648.08,8,289706.01
A00867,5,7,1628766.98,2540801.04,12,1,0.7859051336275842,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4169568.02,12,347464.00166666665
A01214,4,8,872503.78,3893685.1099999994,12,1,0.694211365161739,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4766188.89,12,397182.4075
A01281,6,6,2663319.9599999995,2364622.7199999997,12,1,0.8397916162653902,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5027942.68,12,418995.2233333333
A00888,5,7,1982050.29,3188360.8499999996,12,1,0.8086076457181367,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5170411.14,12,430867.595
A01247,7,5,3256718.6999999997,1578823.25,12,1,0.980555325645474,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4835541.949999999,12,402961.8291666666
A00053,8,4,2216220.11,1487202.9,12,1,1.6389375792948957,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,3703423.01,12,308618.58416666667
A00178,5,7,2255539.77,1633689.9,12,1,0.773831994025827,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,3889229.67,12,324102.4725
A00540,3,9,1229063.5499999998,3480158.82,12,1,0.4809621957694169,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4709222.369999999,12,392435.19749999995
A00692,6,6,2840263.36,2318740.93,12,1,0.7573828523135843,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5159004.29,12,429917.02416666667
A00829,5,7,2290454.8400000003,2839350.92,12,1,0.7964553760387489,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5129805.76,12,427483.8133333333
A00245,5,7,1459370.11,1836021.75,12,1,0.8194511934367443,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,3295391.8600000003,12,274615.98833333334
A01047,3,9,974136.06,2182687.0199999996,12,1,0.522080611574196,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,3156823.0799999996,12,263068.58999999997
A01048,6,6,2187082.29,2740529.8,12,1,0.9149759010643236,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4927612.09,12,410634.3408333333
A00327,7,5,2058800.47,2808592.81,12,1,0.9495747498674394,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4867393.28,12,405616.1066666667
A01085,6,6,2161162.6100000003,2418510.27,12,1,1.0649135220703938,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4579672.880000001,12,381639.40666666673
A00807,5,7,1801431.1,2464653.4000000004,12,1,0.95253815119615,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4266084.5,12,355507.0416666667
A00276,4,8,960801.57,3529388.6799999997,12,1,0.495461885887,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4490190.25,12,374182.5208333333
A00798,8,5,4304403.51,2010662.0300000005,12,1,1.3268692208899622,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,6315065.54,13,485774.2723076923
A00652,2,10,772775.86,4907764.49,12,1,0.4248825004880848,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5680540.350000001,12,473378.36250000005
A01094,5,7,2569659.62,3059727.78,12,1,0.8642905093046435,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5629387.4,12,469115.6166666667
A00163,4,8,1251717.96,3227542.13,12,1,0.7263446282356559,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4479260.09,12,373271.67416666663
A00166,5,7,2337913.78,2553385.69,12,1,1.1507808849981234,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4891299.47,12,407608.2891666666
A00634,6,6,1088231.6,1048753.36,12,1,0.6475816600917808,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,2136984.96,12,178082.08
A00636,5,7,878119.37,2186889.62,12,1,0.974503172178118,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,3065008.99,12,255417.41583333336
A00729,8,4,2795750.31,1577039.08,12,1,1.0230675640733335,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4372789.390000001,12,364399.1158333334
A00512,7,5,3170627.17,2448155.76,12,1,1.01779509961619,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5618782.93,12,468231.9108333333
A00721,3,9,1469629.06,4093015.15,12,1,0.6197606268434762,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5562644.21,12,463553.68416666664
A00715,5,7,1652436.5299999998,2884692.46,12,1,0.8890159880813052,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4537128.99,12,378094.0825
A00463,3,10,1658341.78,4367558.66,12,1,0.4543511897102894,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,6025900.44,13,463530.8030769231
A00354,4,8,1542872.69,4286684.91,12,1,1.0578138734531086,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5829557.6,12,485796.4666666666
A01143,3,9,933103.06,3391116.81,12,1,0.5989965103016531,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4324219.87,12,360351.6558333333
A00360,2,10,390730.25,5020959.6,12,1,0.5195892759855321,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5411689.85,12,450974.1541666666
A01176,9,3,3177144.9,1286910.12,12,1,1.5877676749607073,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4464055.02,12,372004.58499999996
A01248,4,8,1291743.73,3424839.72,12,1,1.1889126382679571,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4716583.45,12,393048.62083333335
A00484,4,8,1902548.23,2067408.94,12,1,0.6740511563094909,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,3969957.17,12,330829.76416666666
A01022,4,8,1643981.39,3698346.31,12,1,1.1789727075503995,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5342327.7,12,445193.97500000003
A00191,5,7,2020704.7,2425713.0,12,1,0.7739341675110769,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4446417.7,12,370534.80833333335
A01009,6,6,2515296.84,3203490.99,12,1,1.1061700393229696,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5718787.83,12,476565.6525
A00486,7,5,4016705.03,2572674.55,12,1,0.9110592828358496,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,6589379.58,12,549114.965
A00915,8,4,2895643.84,1736679.09,12,1,1.158662035113375,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4632322.93,12,386026.9108333333
A00907,7,5,2896392.27,2140528.46,12,1,0.9968272429962134,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5036920.73,12,419743.3941666667
A01213,8,4,3106163.9099999997,1497250.7599999998,12,1,1.0248425674989872,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4603414.67,12,383617.88916666666
A00905,6,6,2263690.54,1928349.18,12,1,1.0566036056418344,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4192039.7199999997,12,349336.6433333333
A01192,5,7,1976969.91,2110625.76,12,1,0.6272897652539171,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,4087595.67,12,340632.9725
A01198,7,5,2623773.4599999995,2591913.65,12,1,1.510590886420369,,1.3032543129868541,0.1499122630355642,STAR,0.027565001345110113,5215687.109999999,12,434640.59249999997
A00010,4,5,1704998.87,2033896.68,9,2,0.5783414604877699,,1.13626623778873,0.47591640707570426,NEAR_CLIQUE,-0.020559906516558233,3738895.55,9,415432.8388888889
A00967,3,6,1409847.16,1775356.17,9,2,0.6245717273949198,,1.13626623778873,0.47591640707570426,NEAR_CLIQUE,-0.020559906516558233,3185203.33,9,353911.4811111111
A00002,4,5,989603.56,2176518.59,9,2,0.7143521867414354,,1.13626623778873,0.47591640707570426,NEAR_CLIQUE,-0.020559906516558233,3166122.15,9,351791.35
A00505,4,5,2199273.83,2781867.04,9,2,0.8551670727981847,,1.13626623778873,0.47591640707570426,NEAR_CLIQUE,-0.020559906516558233,4981140.87,9,553460.0966666667
A00514,5,4,1965609.88,1023265.01,9,2,0.8777124123252886,,1.13626623778873,0.47591640707570426,NEAR_CLIQUE,-0.020559906516558233,2988874.8899999997,9,332097.20999999996
A01237,5,5,1985606.71,2309938.55,10,2,1.3445838100249723,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,4295545.26,10,429554.52599999995
A01254,6,4,1934901.73,1803913.49,10,2,0.884198821007388,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,3738815.2199999997,10,373881.522
A00945,6,4,1060998.63,1219282.21,10,2,1.002242065333604,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,2280280.84,10,228028.08399999997
A00237,4,6,1408830.75,2280416.56,10,2,0.5642670582008777,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,3689247.31,10,368924.731
A00761,6,4,1446840.57,1408944.4,10,2,0.9168164969204772,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,2855784.9699999997,10,285578.497
A01067,4,6,1629506.6,1320819.85,10,2,0.8639334303663952,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,2950326.45,10,295032.645
A00922,4,6,565732.97,1336437.44,10,2,0.6404462367100006,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,1902170.41,10,190217.041
A00018,2,8,1279055.13,2627746.1,10,2,0.5240790663510246,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,3906801.23,10,390680.123
A00876,3,7,1270930.56,2263674.97,10,2,0.4763898111247326,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,3534605.5300000003,10,353460.553
A00528,6,4,2348263.88,1760899.5299999998,10,2,1.0292912366060702,,1.194783781979544,0.4294153141786397,NEAR_CLIQUE,-0.13038712756816012,4109163.4099999997,10,410916.34099999996
A00304,3,8,840347.5399999999,2385526.4200000004,11,2,0.4597374108743758,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,3225873.9600000004,11,293261.2690909091
A00005,5,6,2120479.16,1497517.08,11,2,1.058396989877586,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,3617996.24,11,328908.7490909091
A00157,6,5,1586235.8200000003,2150219.79,11,2,1.2159533269604066,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,3736455.6100000003,11,339677.7827272728
A00741,7,4,2767722.85,1745731.58,11,2,2.2563043621026506,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,4513454.43,11,410314.03909090906
A00385,4,7,1206074.48,3343995.69,11,2,0.5725114175712062,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,4550070.17,11,413642.74272727274
A00716,6,5,2335382.13,2563629.6,11,2,1.207274655451614,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,4899011.73,11,445364.70272727276
A00029,4,7,2100678.66,2781561.2700000005,11,2,0.765213770431899,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,4882239.930000001,11,443839.9936363637
A00423,6,5,2035444.36,1347380.08,11,2,1.1267112966468518,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,3382824.4400000004,11,307529.49454545457
A00340,6,5,2906990.64,1229078.29,11,2,1.0646147213051114,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,4136068.93,11,376006.26636363636
A00430,3,9,836148.05,3162508.5500000007,11,2,0.5796514760322322,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,3998656.6000000006,12,333221.38333333336
A00584,6,5,946760.58,1976620.71,11,2,1.1707066456659958,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,2923381.29,11,265761.9354545455
A00030,4,7,1340273.39,2278019.81,11,2,0.524488162951862,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,3618293.2,11,328935.7454545455
A00944,7,4,3123474.670000001,1719370.68,11,2,1.4214944231784572,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,4842845.350000001,11,440258.6681818182
A00759,7,4,3585947.9699999997,1748537.9899999998,11,2,1.0475059620396243,,1.2503112957927607,0.388640475203152,NEAR_CLIQUE,-0.22668996637277358,5334485.959999999,11,484953.269090909
A00750,4,7,1140822.0,3419947.05,11,1,0.4930018952076695,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4560769.05,11,414615.36818181816
A01259,3,8,993896.62,2915253.5,11,1,0.87744568244168,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3909150.12,11,355377.28363636363
A00753,7,4,2755028.79,566745.99,11,1,1.4403938206280775,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3321774.7800000003,11,301979.52545454545
A00395,7,4,3130131.0999999996,1384969.63,11,1,0.7901377678252066,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4515100.7299999995,11,410463.7027272727
A00783,5,6,2061568.28,1577226.34,11,1,0.8978143179268282,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3638794.62,11,330799.5109090909
A00789,7,4,2995942.16,1571558.1900000002,11,1,1.4242196069858524,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4567500.350000001,11,415227.3045454546
A00004,7,4,2666409.66,263376.12,11,1,1.0869923394232113,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,2929785.7800000003,11,266344.16181818186
A00975,6,5,2321320.24,1960053.7,11,1,1.3382174436241483,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4281373.94,11,389215.81272727274
A01010,6,5,1377533.45,2671532.13,11,1,1.3466690057694493,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4049065.58,11,368096.8709090909
A00962,6,5,2385815.04,2310814.02,11,1,1.1610891482065042,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4696629.0600000005,11,426966.27818181826
A00959,2,9,760426.47,2665009.2,11,1,0.3165461639837281,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3425435.67,11,311403.24272727274
A00958,8,3,2360146.87,945819.26,11,1,1.3624274010872992,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3305966.13,11,300542.3754545454
A00939,5,6,1184400.6700000002,2016079.41,11,1,0.9230143894573664,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3200480.08,11,290952.73454545456
A01028,6,5,1320803.04,1631469.14,11,1,0.7906823394410777,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,2952272.1799999997,11,268388.37999999995
A00901,3,8,585263.96,2808518.53,11,1,0.466509304430143,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3393782.4899999998,11,308525.6809090909
A00042,8,3,2511297.12,790852.97,11,1,2.0540031659173046,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3302150.09,11,300195.4627272727
A00059,6,5,2219933.02,2156273.33,11,1,0.7224798341225349,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4376206.35,11,397836.94090909086
A00227,8,3,3449047.1300000004,845331.6199999999,11,1,1.3910073858398169,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4294378.75,11,390398.0681818182
A00853,8,3,2951014.24,631396.51,11,1,1.2152223594192075,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3582410.75,11,325673.70454545453
A00097,4,7,937265.4,2537963.3200000003,11,1,0.5890296095534556,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3475228.72,11,315929.88363636367
A00109,8,3,3566231.04,858462.47,11,1,1.338615984483827,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4424693.51,11,402244.8645454545
A00112,3,8,1408318.33,3105902.26,11,1,0.8040889786813937,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4514220.59,11,410383.69
A01268,4,7,1988218.67,1955898.26,11,1,0.558154471915008,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3944116.9299999997,11,358556.08454545453
A00141,5,6,1598233.38,1895914.9599999995,11,1,1.5283230583498328,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3494148.3399999994,11,317649.84909090906
A01054,6,5,2405174.33,2863261.5899999994,11,1,0.925238914279074,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,5268435.92,11,478948.72
A00078,5,6,1875796.93,3041857.73,11,1,0.7390344916363836,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4917654.66,11,447059.5145454546
A00474,7,4,2949551.66,909745.07,11,1,1.4157753276269898,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3859296.73,11,350845.1572727273
A00609,4,7,1110601.32,1681065.12,11,1,0.5589760205109674,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,2791666.4400000004,11,253787.8581818182
A00493,4,7,2079642.6100000003,3579640.3400000003,11,1,0.6496730084685232,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,5659282.950000001,11,514480.2681818183
A00313,6,5,2969483.79,1516603.66,11,1,0.9772781950593424,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4486087.45,11,407826.13181818184
A00315,4,7,2051623.3,1808491.63,11,1,0.6600160570822793,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3860114.9299999997,11,350919.53909090906
A01105,2,10,900148.64,4818116.71,11,1,0.3983612082041187,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,5718265.35,12,476522.1125
A00522,7,4,2193458.23,1775162.3000000005,11,1,2.136132503337009,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3968620.5300000003,11,360783.68454545457
A00320,5,6,2672270.51,2464562.1799999997,11,1,1.0280503541135215,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,5136832.6899999995,11,466984.79
A01081,6,5,2657348.57,1636387.1,11,1,1.172229027850051,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4293735.67,11,390339.6063636364
A00575,6,5,2619135.31,954974.45,11,1,1.3871372282018968,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3574109.76,11,324919.0690909091
A00285,9,2,2354493.38,724744.19,11,1,1.2403770049537368,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3079237.57,11,279930.6881818182
A01137,5,6,1939156.83,2466592.5599999996,11,1,0.6381482829673474,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4405749.39,11,400522.6718181818
A00670,4,7,1250032.41,2386178.27,11,1,0.8296441260099094,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3636210.6799999997,11,330564.60727272724
A01089,6,5,1965305.88,2106735.77,11,1,0.7589775169877389,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4072041.65,11,370185.60454545455
A01146,2,9,1121834.45,3490086.6099999994,11,1,0.4289050739844521,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4611921.06,11,419265.55090909085
A00355,5,6,2336303.11,1265981.37,11,1,0.7398485912014111,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3602284.48,11,327480.4072727273
A00678,5,6,1583175.28,2146794.6,11,1,0.9653086689867624,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3729969.88,11,339088.1709090909
A00273,7,4,2730721.83,2338022.9299999997,11,1,1.65178126560816,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,5068744.76,11,460794.97818181815
A00393,3,8,1412343.52,2796524.26,11,1,0.5705333503650952,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4208867.779999999,11,382624.34363636357
A00372,7,4,2162858.87,919037.17,11,1,0.9879869217785352,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3081896.04,11,280172.36727272725
A00627,4,7,1080966.23,2861133.4400000004,11,1,0.8613263109995675,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3942099.6700000004,11,358372.6972727273
A01186,6,5,2348023.9,2527098.63,11,1,1.0801161604977003,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4875122.529999999,11,443192.9572727272
A00416,4,7,1880783.36,3063510.0600000005,11,1,0.6466717537699531,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,4944293.420000001,11,449481.2200000001
A00571,5,6,1232108.41,1961432.67,11,1,0.9656550134567295,,1.2503112957927607,0.12130289481716967,STAR,-0.31100796271231146,3193541.08,11,290321.9163636364
A00223,8,4,3423245.72,974227.86,12,2,1.2748748233467555,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4397473.58,12,366456.13166666665
A00306,2,10,730367.2,3881197.439999999,12,2,0.3661702478753536,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4611564.639999999,12,384297.0533333332
A00538,5,7,2451886.91,4020366.41,12,2,1.4855179756050017,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,6472253.32,12,539354.4433333334
A00263,5,7,2383150.28,2039302.7800000005,12,2,0.7251682822668771,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4422453.0600000005,12,368537.75500000006
A00511,6,6,1219627.13,1470277.43,12,2,0.7625896465030819,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,2689904.5599999996,12,224158.7133333333
A00450,6,6,3406062.4,2048299.86,12,2,1.043488499901894,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,5454362.26,12,454530.1883333333
A00970,6,6,1417207.56,2288561.9499999997,12,2,0.8280619345260096,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,3705769.51,12,308814.1258333333
A00513,6,6,2104927.57,1358321.52,12,2,1.1310952032124295,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,3463249.09,12,288604.0908333333
A00554,6,6,2559392.58,2132566.0700000003,12,2,1.3700224845271236,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4691958.65,12,390996.5541666667
A00233,5,7,1157842.41,3539655.7800000003,12,2,0.90873866452989,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4697498.19,12,391458.18250000005
A00703,6,6,2767156.2199999997,1475418.59,12,2,0.8864303726083727,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4242574.81,12,353547.9008333333
A00174,4,8,967771.97,4001178.73,12,2,0.6418708452826904,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4968950.7,12,414079.22500000003
A00199,6,6,2290838.4400000004,1747702.86,12,2,0.8813957797828754,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,4038541.3000000007,12,336545.1083333334
A00732,8,4,3115572.27,1954415.12,12,2,1.0484916514208322,,1.3032543129868541,0.35237443933425017,NEAR_CLIQUE,-0.3123438228715019,5069987.390000001,12,422498.9491666667
A01265,4,9,2064130.61,3902116.23,13,2,1.507856470391183,,1.3539346395530236,0.3197304647664482,NEAR_CLIQUE,-0.38944302178274254,5966246.84,13,458942.0646153846
A00960,8,5,3351741.13,2750571.5799999996,13,2,1.3642038416112423,,1.3539346395530236,0.3197304647664482,NEAR_CLIQUE,-0.38944302178274254,6102312.709999999,13,469408.6699999999
