resolution_id,record_1_type,record_1_id,record_2_type,record_2_id,similarity_score,matching_features,resolution_result,resolution_method,confidence_score,verified,created_at
RES001184,ALIAS,AL001184,PERSON,P01184,0.9528,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8287452517944753,True,2026-06-21 15:02:12
RES001185,ALIAS,AL001185,PERSON,P01185,0.7743,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7203101950361874,False,2026-02-14 21:54:50
RES001186,ALIAS,AL001186,PERSON,P01186,0.9062,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7890412587497141,False,2025-03-31 07:42:22
RES001187,ALIAS,AL001187,PERSON,P01187,0.8819,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7239099161833763,True,2025-09-09 00:55:11
RES001188,ALIAS,AL001188,PERSON,P01188,0.7860,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7925291389177173,True,2025-11-18 05:21:24
RES001189,ALIAS,AL001189,PERSON,P01189,0.9664,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.9296886970312686,True,2025-03-27 21:28:52
RES001190,ALIAS,AL001190,PERSON,P01190,0.9416,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7615550050788945,False,2026-05-28 06:24:19
RES001191,ALIAS,AL001191,PERSON,P01191,0.9586,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8279298832974218,False,2025-07-23 20:25:19
RES001192,ALIAS,AL001192,PERSON,P01192,0.9494,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7065181099287644,False,2025-06-15 07:32:59
RES001193,ALIAS,AL001193,PERSON,P01193,0.8944,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9239082288713678,True,2026-07-19 21:05:25
RES001194,ALIAS,AL001194,PERSON,P01194,0.7616,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8246102418882147,True,2026-03-29 16:40:35
RES001195,ALIAS,AL001195,PERSON,P01195,0.8590,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9110812216341527,False,2025-11-13 13:08:13
RES001196,ALIAS,AL001196,PERSON,P01196,0.8476,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7836331379517358,False,2026-06-22 21:25:46
RES001197,ALIAS,AL001197,PERSON,P01197,0.7610,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.708497494215956,True,2025-04-02 08:12:53
RES001198,ALIAS,AL001198,PERSON,P01198,0.9472,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9615162642818273,True,2026-01-10 18:20:05
RES001199,ALIAS,AL001199,PERSON,P01199,0.8009,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.923213610979227,True,2025-05-09 08:15:10
RES001200,ALIAS,AL001200,PERSON,P01200,0.9557,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8658522366980063,True,2025-04-18 14:40:33
RES001201,ALIAS,AL001201,PERSON,P01201,0.8223,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7741741998658344,False,2026-06-14 19:06:19
RES001202,ALIAS,AL001202,PERSON,P01202,0.8442,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7550812726007816,False,2025-11-04 01:14:13
RES001203,ALIAS,AL001203,PERSON,P01203,0.8203,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8996328863167599,True,2026-03-15 16:56:41
RES001204,ALIAS,AL001204,PERSON,P01204,0.7840,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.9335665849217851,False,2025-10-17 01:53:44
RES001205,ALIAS,AL001205,PERSON,P01205,0.7999,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7313585855243221,True,2026-08-21 00:41:19
RES001206,ALIAS,AL001206,PERSON,P01206,0.9427,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9065086016168894,False,2026-03-13 05:51:04
RES001207,ALIAS,AL001207,PERSON,P01207,0.8966,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7598425066151174,True,2025-02-09 00:26:58
RES001208,ALIAS,AL001208,PERSON,P01208,0.9043,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.725172456496076,False,2026-04-16 10:45:01
RES001209,ALIAS,AL001209,PERSON,P01209,0.9270,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7408976522548584,False,2025-03-17 01:43:11
RES001210,ALIAS,AL001210,PERSON,P01210,0.8388,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7157879217919325,True,2026-08-29 01:47:24
RES001211,ALIAS,AL001211,PERSON,P01211,0.8602,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7696815218456363,False,2025-03-21 15:48:33
RES001212,ALIAS,AL001212,PERSON,P01212,0.8375,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7689686366301604,False,2026-04-23 06:22:32
RES001213,ALIAS,AL001213,PERSON,P01213,0.9003,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8685894739160072,True,2025-09-26 13:44:14
RES001214,ALIAS,AL001214,PERSON,P01214,0.7750,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7695172258552417,True,2025-02-10 22:19:13
RES001215,ALIAS,AL001215,PERSON,P01215,0.7740,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7007369573730353,True,2026-02-14 20:10:54
RES001216,ALIAS,AL001216,PERSON,P01216,0.7952,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7309917251257608,False,2026-01-12 01:03:52
RES001217,ALIAS,AL001217,PERSON,P01217,0.8013,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8668668040196226,True,2025-05-08 19:12:58
RES001218,ALIAS,AL001218,PERSON,P01218,0.9438,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.73545117277802,True,2026-08-27 18:22:25
RES001219,ALIAS,AL001219,PERSON,P01219,0.8104,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9115808562841679,True,2025-01-27 13:25:18
RES001220,ALIAS,AL001220,PERSON,P01220,0.8293,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9614695785928473,True,2025-06-28 17:31:25
RES001221,ALIAS,AL001221,PERSON,P01221,0.7656,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7821682422634718,False,2025-09-16 07:55:40
RES001222,ALIAS,AL001222,PERSON,P01222,0.7977,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8471816915658377,True,2026-02-05 20:58:46
RES001223,ALIAS,AL001223,PERSON,P01223,0.8756,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.816934312797181,True,2026-01-10 03:16:56
RES001224,ALIAS,AL001224,PERSON,P01224,0.8996,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8926412227836029,False,2025-11-18 19:09:31
RES001225,ALIAS,AL001225,PERSON,P01225,0.8421,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.890454300650112,True,2025-05-25 23:00:40
RES001226,ALIAS,AL001226,PERSON,P01226,0.9116,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8519172877020125,False,2025-06-26 10:59:48
RES001227,ALIAS,AL001227,PERSON,P01227,0.8987,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.705656726003729,True,2025-10-09 11:02:19
RES001228,ALIAS,AL001228,PERSON,P01228,0.8520,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9103635502254369,True,2026-01-13 11:40:34
RES001229,ALIAS,AL001229,PERSON,P01229,0.9247,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7223317840099678,False,2025-02-05 23:39:12
RES001230,ALIAS,AL001230,PERSON,P01230,0.8909,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9361847041455376,True,2026-08-12 01:11:59
RES001231,ALIAS,AL001231,PERSON,P01231,0.9366,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.914986695522638,True,2025-10-13 09:57:02
RES001232,ALIAS,AL001232,PERSON,P01232,0.9538,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8172285365139996,False,2025-12-08 13:53:40
RES001233,ALIAS,AL001233,PERSON,P01233,0.9414,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9074172450507254,False,2025-11-01 23:58:46
RES001234,ALIAS,AL001234,PERSON,P01234,0.8299,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8868355137672322,False,2026-04-14 16:13:02
RES001235,ALIAS,AL001235,PERSON,P01235,0.7892,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9065304850124305,True,2026-04-17 23:02:16
RES001236,ALIAS,AL001236,PERSON,P01236,0.9313,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8753909761262912,False,2025-01-31 07:04:41
RES001237,ALIAS,AL001237,PERSON,P01237,0.8087,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9216376539216461,True,2026-02-15 07:31:05
RES001238,ALIAS,AL001238,PERSON,P01238,0.9353,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7652453580282461,False,2026-06-24 09:07:57
RES001239,ALIAS,AL001239,PERSON,P01239,0.8813,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8403484454234716,True,2025-10-13 16:49:11
RES001240,ALIAS,AL001240,PERSON,P01240,0.8236,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.948989539254298,False,2026-03-05 03:08:35
RES001241,ALIAS,AL001241,PERSON,P01241,0.8639,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8561890807226891,False,2025-01-23 16:07:15
RES001242,ALIAS,AL001242,PERSON,P01242,0.8160,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9054825753031659,False,2026-09-02 06:31:19
RES001243,ALIAS,AL001243,PERSON,P01243,0.8094,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8965417965834481,True,2026-02-21 10:08:53
RES001244,ALIAS,AL001244,PERSON,P01244,0.8200,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7750838402724369,True,2025-10-30 17:46:05
RES001245,ALIAS,AL001245,PERSON,P01245,0.9266,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7781256589024026,False,2025-08-17 11:40:33
RES001246,ALIAS,AL001246,PERSON,P01246,0.8037,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7917512121255251,False,2025-07-05 09:57:51
RES001247,ALIAS,AL001247,PERSON,P01247,0.8940,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.919044676413199,False,2025-08-20 23:26:20
RES001248,ALIAS,AL001248,PERSON,P01248,0.8098,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8290866515465318,True,2026-04-26 21:08:06
RES001249,ALIAS,AL001249,PERSON,P01249,0.9232,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8026147782313472,True,2025-02-20 18:33:35
RES001250,ALIAS,AL001250,PERSON,P01250,0.9364,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7544272501735989,True,2025-12-29 16:06:52
RES001251,ALIAS,AL001251,PERSON,P01251,0.8198,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.881131061721363,False,2025-05-05 17:12:39
RES001252,ALIAS,AL001252,PERSON,P01252,0.8885,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7035413404874864,True,2026-03-31 22:37:46
RES001253,ALIAS,AL001253,PERSON,P01253,0.8743,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9616868038402069,True,2025-01-13 20:35:27
RES001254,ALIAS,AL001254,PERSON,P01254,0.8055,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7202522769298484,True,2025-01-09 17:38:10
RES001255,ALIAS,AL001255,PERSON,P01255,0.8245,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.950822205859605,True,2026-05-22 02:31:30
RES001256,ALIAS,AL001256,PERSON,P01256,0.7806,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.967096460573045,True,2026-08-12 14:40:08
RES001257,ALIAS,AL001257,PERSON,P01257,0.8131,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8827440185236403,True,2025-06-13 20:38:01
RES001258,ALIAS,AL001258,PERSON,P01258,0.8672,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7601479672366064,False,2026-05-15 10:27:08
RES001259,ALIAS,AL001259,PERSON,P01259,0.9796,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8794229412090986,False,2025-09-21 14:28:21
RES001260,ALIAS,AL001260,PERSON,P01260,0.8434,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8951595510499297,True,2025-01-09 00:50:00
RES001261,ALIAS,AL001261,PERSON,P01261,0.9728,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.9062963735153534,False,2025-01-23 03:08:39
RES001262,ALIAS,AL001262,PERSON,P01262,0.8091,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7215991155720635,True,2025-09-08 02:39:12
RES001263,ALIAS,AL001263,PERSON,P01263,0.8293,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8948580289311441,False,2026-08-29 05:00:35
RES001264,ALIAS,AL001264,PERSON,P01264,0.7819,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8214465107852763,False,2026-01-22 04:44:45
RES001265,ALIAS,AL001265,PERSON,P01265,0.9796,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9619972343975962,True,2026-06-21 11:02:57
RES001266,ALIAS,AL001266,PERSON,P01266,0.9610,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7084543624743406,False,2026-05-24 09:28:54
RES001267,ALIAS,AL001267,PERSON,P01267,0.8610,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9671519291131083,True,2026-01-26 09:20:58
RES001268,ALIAS,AL001268,PERSON,P01268,0.9556,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8839517174215656,True,2025-08-16 02:25:13
RES001269,ALIAS,AL001269,PERSON,P01269,0.9437,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8416269202760076,True,2025-02-04 11:15:33
RES001270,ALIAS,AL001270,PERSON,P01270,0.8891,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8445546171661201,True,2025-01-22 20:08:14
RES001271,ALIAS,AL001271,PERSON,P01271,0.8336,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7684185521150924,False,2025-03-22 11:40:16
RES001272,ALIAS,AL001272,PERSON,P01272,0.8201,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.9617326206840896,False,2025-04-25 17:09:05
RES001273,ALIAS,AL001273,PERSON,P01273,0.9158,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8597373886651505,True,2025-02-06 02:43:34
RES001274,ALIAS,AL001274,PERSON,P01274,0.8563,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7616765572025869,True,2025-12-19 09:42:24
RES001275,ALIAS,AL001275,PERSON,P01275,0.9623,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.907501524353022,True,2026-01-01 22:10:49
RES001276,ALIAS,AL001276,PERSON,P01276,0.7930,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7155954380876588,True,2025-06-06 19:02:08
RES001277,ALIAS,AL001277,PERSON,P01277,0.9068,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7479224123795074,True,2025-10-07 21:41:56
RES001278,ALIAS,AL001278,PERSON,P01278,0.9538,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.839237807021842,False,2025-01-23 00:35:22
RES001279,ALIAS,AL001279,PERSON,P01279,0.8571,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.821819275743626,False,2025-11-02 17:40:39
RES001280,ALIAS,AL001280,PERSON,P01280,0.8029,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8529749118089496,False,2025-11-19 22:58:23
RES001281,ALIAS,AL001281,PERSON,P01281,0.8661,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7976422958305756,True,2025-05-17 08:07:00
RES001282,ALIAS,AL001282,PERSON,P01282,0.7906,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7593167094037179,True,2025-01-24 05:06:15
RES001283,ALIAS,AL001283,PERSON,P01283,0.9782,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9559242498317121,False,2026-05-28 06:17:02
RES001284,ALIAS,AL001284,PERSON,P01284,0.8193,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7507904984330381,False,2025-08-08 17:41:47
RES001285,ALIAS,AL001285,PERSON,P01285,0.7720,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8801445699687673,False,2026-09-04 22:01:43
RES001286,ALIAS,AL001286,PERSON,P01286,0.7664,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7217105061089641,False,2025-06-23 07:08:21
RES001287,ALIAS,AL001287,PERSON,P01287,0.9382,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8981606833305374,True,2025-03-18 19:50:02
RES001288,ALIAS,AL001288,PERSON,P01288,0.8781,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8274203963038668,False,2026-05-23 04:01:44
RES001289,ALIAS,AL001289,PERSON,P01289,0.8596,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7068706879211759,True,2026-07-05 23:38:24
RES001290,ALIAS,AL001290,PERSON,P01290,0.9588,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.9303963352182705,True,2025-07-06 06:46:30
RES001291,ALIAS,AL001291,PERSON,P01291,0.8877,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7324206601049708,False,2026-08-09 06:36:59
RES001292,ALIAS,AL001292,PERSON,P01292,0.9593,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7180999214886088,True,2026-06-29 00:57:35
RES001293,ALIAS,AL001293,PERSON,P01293,0.9262,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8559489559758271,True,2026-04-06 20:49:02
RES001294,ALIAS,AL001294,PERSON,P01294,0.8467,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7040494079389835,False,2026-06-21 18:21:39
RES001295,ALIAS,AL001295,PERSON,P01295,0.9745,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.902048883268227,False,2025-04-09 18:01:05
RES001296,ALIAS,AL001296,PERSON,P01296,0.8201,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9242508504880683,True,2025-08-24 06:33:00
RES001297,ALIAS,AL001297,PERSON,P01297,0.9397,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9102728454467286,True,2026-07-11 13:04:14
RES001298,ALIAS,AL001298,PERSON,P01298,0.7623,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7917655386541768,False,2025-05-10 16:01:09
RES001299,ALIAS,AL001299,PERSON,P01299,0.7609,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9370968271935887,False,2025-01-19 21:53:57
RES001300,ALIAS,AL001300,PERSON,P01300,0.7854,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7329460716206959,False,2026-05-15 05:53:36
RES001301,ALIAS,AL001301,PERSON,P01301,0.7783,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7172055153639918,True,2025-11-22 00:36:50
RES001302,ALIAS,AL001302,PERSON,P01302,0.8621,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9267588678855995,False,2025-10-31 23:06:15
RES001303,ALIAS,AL001303,PERSON,P01303,0.7608,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.9382296147907015,True,2025-07-30 19:27:24
RES001304,ALIAS,AL001304,PERSON,P01304,0.9582,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9058596297919181,True,2025-05-02 02:24:45
RES001305,ALIAS,AL001305,PERSON,P01305,0.9250,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8962725808786307,True,2025-02-14 03:19:41
RES001306,ALIAS,AL001306,PERSON,P01306,0.7641,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8194133814501913,False,2026-05-21 23:22:20
RES001307,ALIAS,AL001307,PERSON,P01307,0.9472,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9125246685546565,True,2025-11-30 15:49:05
RES001308,ALIAS,AL001308,PERSON,P01308,0.9468,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7541829558473632,True,2026-06-28 17:23:40
RES001309,ALIAS,AL001309,PERSON,P01309,0.9514,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7972134346912823,False,2025-05-29 20:10:12
RES001310,ALIAS,AL001310,PERSON,P01310,0.9000,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.847729027263301,False,2026-02-14 13:13:28
RES001311,ALIAS,AL001311,PERSON,P01311,0.8508,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7048980982143572,True,2025-03-10 19:21:26
RES001312,ALIAS,AL001312,PERSON,P01312,0.7788,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8995100959440286,True,2025-06-07 05:45:33
RES001313,ALIAS,AL001313,PERSON,P01313,0.7656,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7509097845704873,False,2025-02-23 06:29:21
RES001314,ALIAS,AL001314,PERSON,P01314,0.9346,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7972103483617947,False,2025-09-26 07:30:34
RES001315,ALIAS,AL001315,PERSON,P01315,0.9283,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9422870664178101,True,2025-02-24 13:21:42
RES001316,ALIAS,AL001316,PERSON,P01316,0.8880,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8412655340400127,False,2025-02-10 02:58:21
RES001317,ALIAS,AL001317,PERSON,P01317,0.7732,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8336941346946412,False,2026-01-25 13:42:20
RES001318,ALIAS,AL001318,PERSON,P01318,0.8916,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.8594803141470452,True,2026-06-17 08:39:58
RES001319,ALIAS,AL001319,PERSON,P01319,0.7667,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.806348990743375,False,2025-01-27 04:02:57
RES001320,ALIAS,AL001320,PERSON,P01320,0.7908,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7073374079134191,False,2025-10-02 12:07:34
RES001321,ALIAS,AL001321,PERSON,P01321,0.8053,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7957890886443603,False,2026-08-31 14:43:37
RES001322,ALIAS,AL001322,PERSON,P01322,0.7742,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.833670853931846,False,2025-09-11 16:44:47
RES001323,ALIAS,AL001323,PERSON,P01323,0.8198,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7087579147768204,False,2025-02-13 21:53:22
RES001324,ALIAS,AL001324,PERSON,P01324,0.8724,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8242946618750585,False,2025-04-30 16:47:58
RES001325,ALIAS,AL001325,PERSON,P01325,0.9568,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.8327169917378319,True,2026-04-18 16:03:04
RES001326,ALIAS,AL001326,PERSON,P01326,0.8825,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8281792564633662,False,2025-11-12 03:38:44
RES001327,ALIAS,AL001327,PERSON,P01327,0.8903,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9449148894981014,False,2025-10-31 06:36:22
RES001328,ALIAS,AL001328,PERSON,P01328,0.9204,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.8570831142434441,False,2026-08-03 23:35:12
RES001329,ALIAS,AL001329,PERSON,P01329,0.9213,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8606682868685545,False,2025-02-23 21:58:25
RES001330,ALIAS,AL001330,PERSON,P01330,0.8939,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9415006774606316,False,2026-08-23 18:46:17
RES001331,ALIAS,AL001331,PERSON,P01331,0.9034,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9171580051350082,False,2025-10-13 15:16:58
RES001332,ALIAS,AL001332,PERSON,P01332,0.7692,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7640160463969209,True,2025-01-23 00:09:06
RES001333,ALIAS,AL001333,PERSON,P01333,0.8173,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7724221601858186,True,2026-02-04 20:25:33
RES001334,ALIAS,AL001334,PERSON,P01334,0.9448,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8391437580313681,True,2025-09-01 23:23:22
RES001335,ALIAS,AL001335,PERSON,P01335,0.9702,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.823568105524934,False,2025-08-23 00:16:21
RES001336,ALIAS,AL001336,PERSON,P01336,0.8717,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7681629785974262,True,2025-04-21 19:26:03
RES001337,ALIAS,AL001337,PERSON,P01337,0.8593,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.7674620440429909,False,2025-12-12 05:46:55
RES001338,ALIAS,AL001338,PERSON,P01338,0.8305,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7040387402555581,False,2025-10-12 10:36:07
RES001339,ALIAS,AL001339,PERSON,P01339,0.9742,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8611923487213007,False,2025-12-18 03:05:48
RES001340,ALIAS,AL001340,PERSON,P01340,0.8750,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.726282185879995,False,2025-02-17 14:26:42
RES001341,ALIAS,AL001341,PERSON,P01341,0.8098,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7556589493637575,False,2026-06-28 19:51:18
RES001342,ALIAS,AL001342,PERSON,P01342,0.9207,name_similarity;source_agreement,SAME_ENTITY,HYBRID,0.9228051099999863,True,2025-08-08 10:50:42
RES001343,ALIAS,AL001343,PERSON,P01343,0.9503,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.8311218511203184,True,2025-10-16 09:18:12
RES001344,ALIAS,AL001344,PERSON,P01344,0.8347,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.707066378099768,False,2025-12-28 15:30:43
RES001345,ALIAS,AL001345,PERSON,P01345,0.8704,name_similarity;partial_context,SAME_ENTITY,HYBRID,0.754737504242478,True,2026-07-14 08:36:14
RES001346,ALIAS,AL001346,PERSON,P01346,0.9618,phonetic_similarity;context_match,SAME_ENTITY,HYBRID,0.7410972255589234,True,2026-04-07 12:57:32
RES001347,ALIAS,AL001347,PERSON,P01347,0.8281,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9194872067383913,False,2025-07-02 01:03:59
RES001348,ALIAS,AL001348,PERSON,P01348,0.8965,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.890794835952023,True,2025-05-23 01:59:31
RES001349,ALIAS,AL001349,PERSON,P01349,0.8354,identifier_similarity;source_agreement,SAME_ENTITY,HYBRID,0.7403470529031477,True,2026-05-10 06:26:57
RES001350,ALIAS,AL001350,PERSON,P01350,0.7667,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7923521624393615,True,2026-03-27 01:29:19
RES001351,ALIAS,AL001351,PERSON,P01351,0.8958,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.9196147343581437,True,2025-04-08 06:00:33
RES001352,ALIAS,AL001352,PERSON,P01352,0.9087,alias_similarity;shared_context,SAME_ENTITY,HYBRID,0.7360261586264509,False,2025-07-15 08:36:14
